defined_class	defined_class_label	participant	participant_label
http://purl.obolibrary.org/obo/GO_0006256	UDP catabolic process	http://purl.obolibrary.org/obo/CHEBI_58223	UDP(3-)
http://purl.obolibrary.org/obo/GO_2001314	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose catabolic process	http://purl.obolibrary.org/obo/CHEBI_58709	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose(2-)
http://purl.obolibrary.org/obo/GO_0019278	UDP-N-acetylgalactosamine catabolic process	http://purl.obolibrary.org/obo/CHEBI_57847	UDP-N-acetyl-D-galactosamine(2-)
http://purl.obolibrary.org/obo/GO_0006049	UDP-N-acetylglucosamine catabolic process	http://purl.obolibrary.org/obo/CHEBI_57705	UDP-N-acetyl-alpha-D-glucosamine(2-)
http://purl.obolibrary.org/obo/GO_0006258	UDP-glucose catabolic process	http://purl.obolibrary.org/obo/CHEBI_58367	UDP-D-glucose(2-)
http://purl.obolibrary.org/obo/GO_0046050	UMP catabolic process	http://purl.obolibrary.org/obo/CHEBI_57865	uridine 5'-monophosphate(2-)
http://purl.obolibrary.org/obo/GO_0046052	UTP catabolic process	http://purl.obolibrary.org/obo/CHEBI_46398	UTP(4-)
http://purl.obolibrary.org/obo/GO_0032327	W-molybdopterin cofactor catabolic process	http://purl.obolibrary.org/obo/CHEBI_60215	W-molybdopterin cofactor
http://purl.obolibrary.org/obo/GO_0046308	Z-phenylacetaldoxime catabolic process	http://purl.obolibrary.org/obo/CHEBI_50723	(Z)-phenylacetaldehyde oxime
http://purl.obolibrary.org/obo/GO_0046345	abscisic acid catabolic process	http://purl.obolibrary.org/obo/CHEBI_62071	2-cis-abscisate
http://purl.obolibrary.org/obo/GO_0046187	acetaldehyde catabolic process	http://purl.obolibrary.org/obo/CHEBI_15343	acetaldehyde
http://purl.obolibrary.org/obo/GO_0045733	acetate catabolic process	http://purl.obolibrary.org/obo/CHEBI_30089	acetate
http://purl.obolibrary.org/obo/GO_0043442	acetoacetic acid catabolic process	http://purl.obolibrary.org/obo/CHEBI_13705	acetoacetate
http://purl.obolibrary.org/obo/GO_0045150	acetoin catabolic process	http://purl.obolibrary.org/obo/CHEBI_15688	acetoin
http://purl.obolibrary.org/obo/GO_0046356	acetyl-CoA catabolic process	http://purl.obolibrary.org/obo/CHEBI_57288	acetyl-CoA(4-)
http://purl.obolibrary.org/obo/GO_0006581	acetylcholine catabolic process	http://purl.obolibrary.org/obo/CHEBI_15355	acetylcholine
http://purl.obolibrary.org/obo/GO_0120248	acetylenic compound catabolic process	http://purl.obolibrary.org/obo/CHEBI_73474	acetylenic compound
http://purl.obolibrary.org/obo/GO_0042862	achromobactin catabolic process	http://purl.obolibrary.org/obo/CHEBI_61346	achromobactin
http://purl.obolibrary.org/obo/GO_0019256	acrylonitrile catabolic process	http://purl.obolibrary.org/obo/CHEBI_28217	acrylonitrile
http://purl.obolibrary.org/obo/GO_1901111	actinorhodin catabolic process	http://purl.obolibrary.org/obo/CHEBI_91020	actinorhodin(3-)
http://purl.obolibrary.org/obo/GO_0046464	acylglycerol catabolic process	http://purl.obolibrary.org/obo/CHEBI_47778	glyceride
