defined_class	defined_class_label	participant	participant_label
http://purl.obolibrary.org/obo/GO_0006065	UDP-glucuronate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58052	UDP-alpha-D-glucuronate(3-)
http://purl.obolibrary.org/obo/GO_0010253	UDP-rhamnose biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_60981	UDP-rhamnose(2-)
http://purl.obolibrary.org/obo/GO_0006222	UMP biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57865	uridine 5'-monophosphate(2-)
http://purl.obolibrary.org/obo/GO_0006228	UTP biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_46398	UTP(4-)
http://purl.obolibrary.org/obo/GO_0042047	W-molybdopterin cofactor biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_60215	W-molybdopterin cofactor
http://purl.obolibrary.org/obo/GO_0097293	XMP biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57464	5'-xanthylate(2-)
http://purl.obolibrary.org/obo/GO_0046307	Z-phenylacetaldoxime biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_50723	(Z)-phenylacetaldehyde oxime
http://purl.obolibrary.org/obo/GO_0009688	abscisic acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_62071	2-cis-abscisate
http://purl.obolibrary.org/obo/GO_0046186	acetaldehyde biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_15343	acetaldehyde
http://purl.obolibrary.org/obo/GO_0019413	acetate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_30089	acetate
http://purl.obolibrary.org/obo/GO_1900620	acetate ester biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_47622	acetate ester
http://purl.obolibrary.org/obo/GO_0043441	acetoacetic acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_13705	acetoacetate
http://purl.obolibrary.org/obo/GO_0045151	acetoin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_15688	acetoin
http://purl.obolibrary.org/obo/GO_0043445	acetone biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_15347	acetone
http://purl.obolibrary.org/obo/GO_0006085	acetyl-CoA biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57288	acetyl-CoA(4-)
http://purl.obolibrary.org/obo/GO_0008292	acetylcholine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_15355	acetylcholine
http://purl.obolibrary.org/obo/GO_0042861	achromobactin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_61346	achromobactin
http://purl.obolibrary.org/obo/GO_1901112	actinorhodin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_91020	actinorhodin(3-)
http://purl.obolibrary.org/obo/GO_0071616	acyl-CoA biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17984	acyl-CoA
http://purl.obolibrary.org/obo/GO_0046463	acylglycerol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_47778	glyceride
http://purl.obolibrary.org/obo/GO_0046084	adenine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16708	adenine
http://purl.obolibrary.org/obo/GO_0046086	adenosine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16335	adenosine
http://purl.obolibrary.org/obo/GO_0019270	aerobactin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58396	aerobactinate(3-)
http://purl.obolibrary.org/obo/GO_0045122	aflatoxin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22271	aflatoxin
http://purl.obolibrary.org/obo/GO_0097055	agmatine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58145	agmatinium(2+)
http://purl.obolibrary.org/obo/GO_1900988	ajmaline biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58567	ajmalinium
http://purl.obolibrary.org/obo/GO_0033536	ajugose biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_28554	ajugose
http://purl.obolibrary.org/obo/GO_0006523	alanine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_66916	alanine zwitterion
http://purl.obolibrary.org/obo/GO_0046165	alcohol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_30879	alcohol
http://purl.obolibrary.org/obo/GO_0019578	aldaric acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22289	aldaric acid anion
http://purl.obolibrary.org/obo/GO_0046184	aldehyde biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17478	aldehyde
http://purl.obolibrary.org/obo/GO_0019401	alditol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17522	alditol
http://purl.obolibrary.org/obo/GO_0046175	aldonic acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22299	aldonate
http://purl.obolibrary.org/obo/GO_0032342	aldosterone biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_27584	aldosterone
http://purl.obolibrary.org/obo/GO_0042121	alginic acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58187	alginate
http://purl.obolibrary.org/obo/GO_0009821	alkaloid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22315	alkaloid
http://purl.obolibrary.org/obo/GO_0043447	alkane biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_18310	alkane
http://purl.obolibrary.org/obo/GO_0046305	alkanesulfonate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_134249	alkanesulfonate oxoanion
http://purl.obolibrary.org/obo/GO_0043450	alkene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_32878	alkene
http://purl.obolibrary.org/obo/GO_0090431	alkyl caffeate ester biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_65331	alkyl caffeate ester
http://purl.obolibrary.org/obo/GO_0043453	alkyne biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22339	alkyne
http://purl.obolibrary.org/obo/GO_1901833	all-trans-neoxanthin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_32446	all-trans-neoxanthin
http://purl.obolibrary.org/obo/GO_0019428	allantoin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_15676	allantoin
http://purl.obolibrary.org/obo/GO_0046366	allose biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_37690	allose
http://purl.obolibrary.org/obo/GO_1901607	alpha-amino acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_33704	alpha-amino acid
http://purl.obolibrary.org/obo/GO_1901931	alpha-copaene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_10221	alpha-copaene
http://purl.obolibrary.org/obo/GO_0030979	alpha-glucan biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22385	alpha-D-glucan
http://purl.obolibrary.org/obo/GO_0046248	alpha-pinene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_36740	alpha-pinene
http://purl.obolibrary.org/obo/GO_0097290	alpha-ribazole biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_10329	alpha-ribazole
http://purl.obolibrary.org/obo/GO_1901821	alpha-zeacarotene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_35063	alpha-zeacarotene
http://purl.obolibrary.org/obo/GO_0043604	amide biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_32988	amide
http://purl.obolibrary.org/obo/GO_0009309	amine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_32952	amine
http://purl.obolibrary.org/obo/GO_0008652	amino acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_37022	amino-acid anion
http://purl.obolibrary.org/obo/GO_0046349	amino sugar biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_28963	amino sugar
http://purl.obolibrary.org/obo/GO_0006578	amino-acid betaine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22860	amino-acid betaine
http://purl.obolibrary.org/obo/GO_0006023	aminoglycan biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22506	aminoglycan
http://purl.obolibrary.org/obo/GO_0030648	aminoglycoside antibiotic biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22507	aminoglycoside antibiotic
http://purl.obolibrary.org/obo/GO_0042983	amyloid precursor protein biosynthetic process	http://purl.obolibrary.org/obo/PR_000004168	amyloid-beta precursor protein
http://purl.obolibrary.org/obo/GO_0010021	amylopectin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_28057	amylopectin
http://purl.obolibrary.org/obo/GO_0140876	andrastin A biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_142823	andrastin A(1-)
http://purl.obolibrary.org/obo/GO_0006702	androgen biosynthetic process	http://purl.obolibrary.org/obo/GOCHE_50113	substance with androgen role
http://purl.obolibrary.org/obo/GO_1903449	androst-4-ene-3,17-dione biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16422	androst-4-ene-3,17-dione
http://purl.obolibrary.org/obo/GO_0033070	ansamycin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22565	ansamycin
http://purl.obolibrary.org/obo/GO_0009718	anthocyanin-containing compound biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_38697	anthocyanin
http://purl.obolibrary.org/obo/GO_0017000	antibiotic biosynthetic process	http://purl.obolibrary.org/obo/GOCHE_33281	substance with antimicrobial agent role
http://purl.obolibrary.org/obo/GO_0033350	apiose biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16689	D-apiose
http://purl.obolibrary.org/obo/GO_0043289	apocarotenoid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_53183	apo carotenoid
http://purl.obolibrary.org/obo/GO_0035884	arabinan biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22590	arabinan
http://purl.obolibrary.org/obo/GO_0019567	arabinose biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22599	arabinose
http://purl.obolibrary.org/obo/GO_0006526	arginine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_32696	argininium(1+)
http://purl.obolibrary.org/obo/GO_0009073	aromatic amino acid family biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_33856	aromatic amino acid
http://purl.obolibrary.org/obo/GO_0019438	aromatic compound biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_33655	aromatic compound
http://purl.obolibrary.org/obo/GO_1902655	aromatic primary alcohol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_33857	aromatic primary alcohol
http://purl.obolibrary.org/obo/GO_1900587	arugosin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64436	arugosin
http://purl.obolibrary.org/obo/GO_1904070	ascaroside biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_79202	ascaroside
http://purl.obolibrary.org/obo/GO_0006529	asparagine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_32660	asparaginate
http://purl.obolibrary.org/obo/GO_0006532	aspartate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_35391	aspartate(1-)
http://purl.obolibrary.org/obo/GO_0009067	aspartate family amino acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22658	aspartate family amino acid
http://purl.obolibrary.org/obo/GO_1900554	asperfuranone biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64397	asperfuranone
http://purl.obolibrary.org/obo/GO_0036184	asperthecin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64161	asperthecin
http://purl.obolibrary.org/obo/GO_1901518	aspyridone A biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64704	aspyridone A
http://purl.obolibrary.org/obo/GO_1901521	aspyridone B biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64705	aspyridone B
http://purl.obolibrary.org/obo/GO_1901815	astaxanthin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_40968	astaxanthin
http://purl.obolibrary.org/obo/GO_0051551	aurone biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_47964	aurone
http://purl.obolibrary.org/obo/GO_1900560	austinol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64418	austinol
http://purl.obolibrary.org/obo/GO_0009851	auxin biosynthetic process	http://purl.obolibrary.org/obo/GOCHE_22676	substance with auxin role
http://purl.obolibrary.org/obo/GO_1900763	averantin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64522	averantin
http://purl.obolibrary.org/obo/GO_0071793	bacillithiol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64876	bacillithiol(1-)
http://purl.obolibrary.org/obo/GO_1901124	bacitracin A biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_184381	bacitracin A zwitterion
http://purl.obolibrary.org/obo/GO_0030494	bacteriochlorophyll biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_38201	bacteriochlorophyll
http://purl.obolibrary.org/obo/GO_0030152	bacteriocin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_48081	bacteriocin
http://purl.obolibrary.org/obo/GO_1900997	benzene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16716	benzene
http://purl.obolibrary.org/obo/GO_1901789	benzoyl-CoA biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57369	benzoyl-CoA(4-)
http://purl.obolibrary.org/obo/GO_0009708	benzyl isoquinoline alkaloid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22750	benzylisoquinoline alkaloid
http://purl.obolibrary.org/obo/GO_1901088	benzylpenicillin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_51354	benzylpenicillin(1-)
http://purl.obolibrary.org/obo/GO_0035833	berbamunine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57894	berbamuninium(2+)
http://purl.obolibrary.org/obo/GO_0070136	beta-1,2-oligomannoside biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_59573	(1->2)-beta-D-mannan
http://purl.obolibrary.org/obo/GO_1901358	beta-D-galactofuranose biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_59497	beta-D-galactofuranose
http://purl.obolibrary.org/obo/GO_1901760	beta-L-Ara4N-lipid A biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_47763	beta-L-Ara4N-lipid A
http://purl.obolibrary.org/obo/GO_0019483	beta-alanine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57966	beta-alanine zwitterion
http://purl.obolibrary.org/obo/GO_1901812	beta-carotene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17579	beta-carotene
http://purl.obolibrary.org/obo/GO_1901937	beta-caryophyllene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_63191	beta-caryophyllene
http://purl.obolibrary.org/obo/GO_0051274	beta-glucan biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_28793	beta-D-glucan
http://purl.obolibrary.org/obo/GO_1901806	beta-glucoside biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_60980	beta-glucoside
http://purl.obolibrary.org/obo/GO_0030654	beta-lactam antibiotic biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_27933	beta-lactam antibiotic
http://purl.obolibrary.org/obo/GO_1901818	beta-zeacarotene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_27533	beta-zeacarotene
http://purl.obolibrary.org/obo/GO_1902063	betaine aldehyde biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_15710	betaine aldehyde
http://purl.obolibrary.org/obo/GO_1901934	bicyclogermacrene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_63709	bicyclogermacrene
http://purl.obolibrary.org/obo/GO_0006699	bile acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_36235	bile acid anion
http://purl.obolibrary.org/obo/GO_0009102	biotin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57586	biotinate
http://purl.obolibrary.org/obo/GO_0015957	bis(5'-nucleosidyl) oligophosphate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_61081	bis(5'-nucleosidyl) oliogophosphate
http://purl.obolibrary.org/obo/GO_1902758	bis(molybdopterin guanine dinucleotide)molybdenum biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22894	bis(molybdopterin guanine dinucleotide)molybdenum
http://purl.obolibrary.org/obo/GO_1905266	blasticidin S biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57289	blasticidin S(1+)
http://purl.obolibrary.org/obo/GO_0002936	bradykinin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_132988	bradykinin(2+)
http://purl.obolibrary.org/obo/GO_0009082	branched-chain amino acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22918	branched-chain amino acid
http://purl.obolibrary.org/obo/GO_0016132	brassinosteroid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22921	brassinosteroid
http://purl.obolibrary.org/obo/GO_1900805	brevianamide F biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64530	brevianamide F
http://purl.obolibrary.org/obo/GO_0062174	brexanolone biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_50169	brexanolone
http://purl.obolibrary.org/obo/GO_0034079	butanediol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_62064	butane-2,3-diol
http://purl.obolibrary.org/obo/GO_1901758	butirosin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_65109	butirosin
http://purl.obolibrary.org/obo/GO_0046358	butyrate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17968	butyrate
http://purl.obolibrary.org/obo/GO_0044578	butyryl-CoA biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57371	butyryl-CoA(4-)
http://purl.obolibrary.org/obo/GO_0006171	cAMP biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58165	3',5'-cyclic AMP(1-)
http://purl.obolibrary.org/obo/GO_0006182	cGMP biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57746	3',5'-cyclic GMP(1-)
http://purl.obolibrary.org/obo/GO_1901928	cadinene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22976	cadinene
http://purl.obolibrary.org/obo/GO_0010120	camalexin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_22990	camalexin
http://purl.obolibrary.org/obo/GO_1901127	candicidin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_354984	candicidin
http://purl.obolibrary.org/obo/GO_1901696	cannabinoid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_67194	cannabinoid
http://purl.obolibrary.org/obo/GO_1901809	capsanthin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_3375	capsanthin
http://purl.obolibrary.org/obo/GO_1901866	capsorubin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_3378	capsorubin
http://purl.obolibrary.org/obo/GO_0070409	carbamoyl phosphate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58228	carbamoyl phosphate(2-)
http://purl.obolibrary.org/obo/GO_1901769	carbapenem biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_46765	carbapenem
http://purl.obolibrary.org/obo/GO_0016051	carbohydrate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16646	carbohydrate
http://purl.obolibrary.org/obo/GO_1901137	carbohydrate derivative biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_63299	carbohydrate derivative
http://purl.obolibrary.org/obo/GO_0046394	carboxylic acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_29067	carboxylic acid anion
http://purl.obolibrary.org/obo/GO_0032049	cardiolipin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_28494	cardiolipin
http://purl.obolibrary.org/obo/GO_0045329	carnitine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17126	carnitine
http://purl.obolibrary.org/obo/GO_0035499	carnosine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57485	carnosine zwitterion
http://purl.obolibrary.org/obo/GO_0016120	carotene biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23042	carotene
http://purl.obolibrary.org/obo/GO_0016117	carotenoid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23044	carotenoid
http://purl.obolibrary.org/obo/GO_0009713	catechol-containing compound biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_33566	catechols
http://purl.obolibrary.org/obo/GO_0042423	catecholamine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_33567	catecholamine
http://purl.obolibrary.org/obo/GO_0042398	cellular modified amino acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_83821	amino acid derivative
http://purl.obolibrary.org/obo/GO_0052703	cellular modified histidine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_24599	histidine derivative
http://purl.obolibrary.org/obo/GO_0030244	cellulose biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_18246	(1->4)-beta-D-glucan
http://purl.obolibrary.org/obo/GO_1901268	cephalosporin C biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57511	cephalosporin C(1-)
http://purl.obolibrary.org/obo/GO_0043646	cephalosporin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23066	cephalosporin
http://purl.obolibrary.org/obo/GO_1901118	cephamycin C biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_3543	cephamycin C
http://purl.obolibrary.org/obo/GO_0046513	ceramide biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17761	ceramide
http://purl.obolibrary.org/obo/GO_1905373	ceramide phosphoethanolamine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_73204	ceramide phosphoethanolamine
http://purl.obolibrary.org/obo/GO_0009715	chalcone biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23086	chalcones
http://purl.obolibrary.org/obo/GO_1900569	chanoclavine-I aldehyde biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_71487	chanoclavine-I aldehyde(1+)
http://purl.obolibrary.org/obo/GO_0006031	chitin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17029	chitin
http://purl.obolibrary.org/obo/GO_0033305	chlorophyll a biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_18230	chlorophyll a
http://purl.obolibrary.org/obo/GO_0015995	chlorophyll biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_28966	chlorophyll
http://purl.obolibrary.org/obo/GO_0006695	cholesterol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16113	cholesterol
http://purl.obolibrary.org/obo/GO_0042425	choline biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_15354	choline
http://purl.obolibrary.org/obo/GO_0030206	chondroitin sulfate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_37397	chondroitin sulfate
http://purl.obolibrary.org/obo/GO_0009423	chorismate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_29748	chorismate(2-)
http://purl.obolibrary.org/obo/GO_0042858	chrysobactin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_61345	chrysobactin
http://purl.obolibrary.org/obo/GO_0009800	cinnamic acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23248	cinnamate
http://purl.obolibrary.org/obo/GO_0009802	cinnamic acid ester biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_36087	cinnamate ester
http://purl.obolibrary.org/obo/GO_1902246	cis-abienol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_68624	cis-abienol
http://purl.obolibrary.org/obo/GO_0033465	cis-zeatin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_46570	cis-zeatin
http://purl.obolibrary.org/obo/GO_0019240	citrulline biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_18211	citrulline
http://purl.obolibrary.org/obo/GO_0033050	clavulanic acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_487869	clavulanate
http://purl.obolibrary.org/obo/GO_0009236	cobalamin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_30411	cobalamin
http://purl.obolibrary.org/obo/GO_0050799	cocaine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_60056	cocaine(1+)
http://purl.obolibrary.org/obo/GO_0015937	coenzyme A biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57287	coenzyme A(4-)
http://purl.obolibrary.org/obo/GO_0019298	coenzyme B biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58596	coenzyme B(3-)
http://purl.obolibrary.org/obo/GO_0019295	coenzyme M biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_58319	coenzyme M(1-)
http://purl.obolibrary.org/obo/GO_2001121	coenzyme gamma-F420-2 biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57922	coenzyme gamma-F420-2(5-)
http://purl.obolibrary.org/obo/GO_0009242	colanic acid biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_60963	colanic acid
http://purl.obolibrary.org/obo/GO_0032964	collagen biosynthetic process	http://purl.obolibrary.org/obo/GO_0005581	collagen trimer
http://purl.obolibrary.org/obo/GO_0140879	conidiogenone biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_189095	conidiogenone
http://purl.obolibrary.org/obo/GO_1902243	copal-8-ol diphosphate(3-) biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64283	copal-8-ol diphosphate(3-)
http://purl.obolibrary.org/obo/GO_1900799	cordyol C biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64518	cordyol C
http://purl.obolibrary.org/obo/GO_0046140	corrin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_33221	corrin
http://purl.obolibrary.org/obo/GO_0034651	cortisol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17650	cortisol
http://purl.obolibrary.org/obo/GO_0009805	coumarin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23403	coumarins
http://purl.obolibrary.org/obo/GO_0006601	creatine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_57947	creatine zwitterion
http://purl.obolibrary.org/obo/GO_1900802	cspyrone B1 biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_64497	cspyrone B1
http://purl.obolibrary.org/obo/GO_0106210	culmorin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_143197	culmorin
http://purl.obolibrary.org/obo/GO_0010143	cutin biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23417	cutins
http://purl.obolibrary.org/obo/GO_0046201	cyanate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_29195	cyanate
http://purl.obolibrary.org/obo/GO_0046202	cyanide biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_18407	hydrogen cyanide
http://purl.obolibrary.org/obo/GO_0033485	cyanidin 3-O-glucoside biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_77857	cyanidin 3-O-beta-D-glucoside(1-)
http://purl.obolibrary.org/obo/GO_0019756	cyanogenic glycoside biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23436	cyanogenic glycoside
http://purl.obolibrary.org/obo/GO_1901369	cyclic 2,3-bisphospho-D-glycerate biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_79081	cyclic 2,3-bisphospho-D-glycerate(3-)
http://purl.obolibrary.org/obo/GO_0009190	cyclic nucleotide biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_23447	cyclic nucleotide
http://purl.obolibrary.org/obo/GO_0033021	cyclopentanol biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16133	cyclopentanol
http://purl.obolibrary.org/obo/GO_0019344	cysteine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_35237	cysteine zwitterion
http://purl.obolibrary.org/obo/GO_0046088	cytidine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_17562	cytidine
http://purl.obolibrary.org/obo/GO_1903605	cytochrome biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_4056	cytochrome
http://purl.obolibrary.org/obo/GO_1903607	cytochrome c biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_18070	cytochrome c
http://purl.obolibrary.org/obo/GO_0009691	cytokinin biosynthetic process	http://purl.obolibrary.org/obo/GOCHE_23530	substance with cytokinin role
http://purl.obolibrary.org/obo/GO_0046089	cytosine biosynthetic process	http://purl.obolibrary.org/obo/CHEBI_16040	cytosine
