CHEBI	CHEBI_PH7_3	ORIGIN
150829	150829	computation
150830	150830	computation
150832	150832	computation
150834	150834	computation
150835	150835	computation
150836	150836	computation
150837	150837	computation
150838	150838	computation
150839	150839	computation
150841	150841	computation
150842	150842	computation
150843	150843	computation
150845	150845	computation
150846	150846	computation
150851	150851	computation
150852	150852	computation
150854	150854	computation
150855	150855	computation
150857	150857	computation
150860	150860	computation
150861	150861	computation
150862	150862	computation
150863	150863	computation
150864	150864	computation
150865	150865	computation
150867	150868	computation
150868	150868	computation
150870	150870	computation
150871	150871	computation
150872	150872	computation
150873	150873	computation
150874	150874	computation
150875	150875	computation
150877	150877	computation
150878	150878	computation
150879	150879	computation
150880	150880	computation
150882	150882	computation
150883	150883	computation
150884	150884	computation
150885	150885	computation
150887	150887	computation
150888	150888	computation
150889	150889	computation
150892	150892	computation
150894	150894	computation
150896	150896	computation
150898	150898	computation
150899	150899	computation
150903	150903	computation
150905	150905	computation
150906	150906	computation
150907	150907	computation
150908	150908	computation
150910	150910	computation
150911	150911	computation
150915	150915	computation
150916	150916	computation
150917	150917	computation
150919	150919	computation
150920	150920	computation
150921	150921	computation
150924	150924	computation
150926	150926	computation
150929	150929	computation
150930	150930	computation
150931	150931	computation
150935	150935	computation
150936	150936	computation
150938	150938	computation
150939	150939	computation
150940	150940	computation
150941	150941	computation
150943	150943	computation
150945	150945	computation
150946	150946	computation
150948	150948	computation
150949	150949	computation
150950	150950	computation
150951	150951	computation
150952	150952	computation
150955	150955	computation
150956	150956	computation
150957	150957	computation
150958	150958	computation
150959	150959	computation
150960	150960	computation
150961	150961	computation
150962	150962	computation
150964	150964	computation
150965	150965	computation
150966	150966	computation
150967	150967	computation
150972	150972	computation
150973	150973	computation
150974	150974	computation
150975	150975	computation
150976	150976	computation
150978	150978	computation
150979	150979	computation
150980	150980	computation
150981	150981	computation
150982	150982	computation
150983	150983	computation
150984	150984	computation
150987	150987	computation
150988	150988	computation
150990	150990	computation
150991	150991	computation
150992	150992	computation
150993	150993	computation
150997	150997	computation
150999	150999	computation
151006	151006	computation
151009	151009	computation
151012	151012	computation
151013	151013	computation
151014	151014	computation
151017	151017	computation
151020	151020	computation
151022	151022	computation
151023	151023	computation
151024	151024	computation
151025	151025	computation
151028	151028	computation
151029	151029	computation
151030	151030	computation
151032	151032	computation
151033	151033	computation
151035	151035	computation
151037	151037	computation
151041	151041	computation
151042	151042	computation
151045	151045	computation
151046	151046	computation
151047	151047	computation
151048	151048	computation
151049	151049	computation
151050	151050	computation
151051	151051	computation
151052	151052	computation
151053	151053	computation
151055	151055	computation
151057	151057	computation
151058	151058	computation
151059	151059	computation
151061	151061	computation
151063	151063	computation
151064	151064	computation
151065	151065	computation
151067	151067	computation
151068	151068	computation
151069	151069	computation
151070	151070	computation
151071	151071	computation
151072	151072	computation
151073	151073	computation
151075	151075	computation
151076	151076	computation
151077	151077	computation
151078	151078	computation
151079	151079	computation
151081	151081	computation
151082	151082	computation
151083	151083	computation
151087	151087	computation
151088	151088	computation
151090	151090	computation
151092	151092	computation
151095	151095	computation
151096	151096	computation
151097	151097	computation
151098	151098	computation
151100	151100	computation
151101	151101	computation
151103	151103	computation
151104	151104	computation
151105	151105	computation
151107	151107	computation
151111	151111	computation
151112	151112	computation
151114	151114	computation
151115	151115	computation
151116	151116	computation
151122	151122	computation
151123	151123	computation
151124	151124	computation
151125	151125	computation
151126	151126	computation
151127	151127	computation
151128	151128	computation
151131	151131	computation
151133	151133	computation
151134	151134	computation
151135	151135	computation
151138	151138	computation
151139	151139	computation
151140	151140	computation
151141	151141	computation
151142	151142	computation
151143	151143	computation
151144	151144	computation
151145	151145	computation
151147	151147	computation
151149	151149	computation
151150	151150	computation
151151	151151	computation
151152	151152	computation
151153	151153	computation
151154	151154	computation
151156	151156	computation
151157	151157	computation
151160	151160	computation
151161	151161	computation
151165	151165	computation
151168	151168	computation
151170	151170	computation
151171	151171	computation
151172	151172	computation
151173	151173	computation
151174	151174	computation
151175	151175	computation
151178	151178	computation
151179	151179	computation
151181	151181	computation
151185	151185	computation
151186	151186	computation
151187	151187	computation
151190	151190	computation
151192	151192	computation
151193	151193	computation
151194	151194	computation
151195	151195	computation
151196	151196	computation
151197	151197	computation
151198	151198	computation
151199	151199	computation
151200	151200	computation
151201	151201	computation
151202	151202	computation
151206	151206	computation
151208	151208	computation
151210	151210	computation
151211	151211	computation
151212	151212	computation
151213	151213	computation
151216	151216	computation
151217	151217	computation
151218	151218	computation
151219	151219	computation
151220	151220	computation
151221	151221	computation
151222	151222	computation
151225	151225	computation
151227	151227	computation
151228	151228	computation
151229	151229	computation
151231	151231	computation
151233	151233	computation
151235	151235	computation
151237	151237	computation
151238	151238	computation
151239	151239	computation
151240	151240	computation
151241	151241	computation
151243	151243	computation
151244	151244	computation
151247	151247	computation
151250	151250	computation
151251	151251	computation
151253	151253	computation
151254	151254	computation
151256	151256	computation
151257	151257	computation
151258	151258	computation
151260	151260	computation
151262	151262	computation
151263	151263	computation
151264	151264	computation
151265	151265	computation
151267	151267	computation
151268	151268	computation
151269	151269	computation
151270	151270	computation
151271	151271	computation
151272	151272	computation
151274	151274	computation
151275	151275	computation
151276	151276	computation
151277	151277	computation
151278	151278	computation
151279	151279	computation
151280	151280	computation
151281	151281	computation
151284	151284	computation
151285	151285	computation
151286	151286	computation
151288	151288	computation
151289	151289	computation
151291	151291	computation
151292	151292	computation
151293	151293	computation
151295	151295	computation
151297	151297	computation
151298	151298	computation
151299	151299	computation
151300	151300	computation
151303	151303	computation
151305	151305	computation
151306	151306	computation
151307	151307	computation
151312	151312	computation
151313	151313	computation
151314	151314	computation
151316	151316	computation
151317	151317	computation
151318	151318	computation
151321	151321	computation
151322	151322	computation
151323	151323	computation
151326	151326	computation
151330	151330	computation
151333	151333	computation
151334	151334	computation
151335	151335	computation
151336	151336	computation
151338	151338	computation
151339	151339	computation
151340	151340	computation
151343	151343	computation
151345	151345	computation
151346	151346	computation
151347	151347	computation
151349	151349	computation
151351	151351	computation
151352	151352	computation
151353	151353	computation
151354	151354	computation
151355	151355	computation
151356	151356	computation
151357	151357	computation
151358	151358	computation
151359	151359	computation
151360	151360	computation
151361	151361	computation
151363	151363	computation
151364	151364	computation
151365	151365	computation
151366	151366	computation
151367	151367	computation
151369	151369	computation
151370	151370	computation
151372	151372	computation
151373	151373	computation
151375	151375	computation
151376	151376	computation
151377	151377	computation
151378	151378	computation
151380	151380	computation
151381	151381	computation
151382	151382	computation
151383	151383	computation
151384	151384	computation
151385	151385	computation
151386	151386	computation
151388	151388	computation
151389	151389	computation
151390	151390	computation
151391	151391	computation
151392	151392	computation
151393	151393	computation
151395	151395	computation
151399	151399	computation
151400	151400	computation
151403	151403	computation
151404	151404	computation
151405	151405	computation
151406	151406	computation
151408	151408	computation
151409	151409	computation
151412	151412	computation
151413	151413	computation
151414	151414	computation
151415	151415	computation
151416	151416	computation
151417	151417	computation
151419	151419	computation
151420	151420	computation
151423	151423	computation
151424	151424	computation
151425	151425	computation
151426	151426	computation
151430	151430	computation
151433	151433	computation
151436	151436	computation
151437	151437	computation
151438	151438	computation
151441	151441	computation
151442	151442	computation
151443	151443	computation
151446	151446	computation
151447	151447	computation
151448	151448	computation
151450	151450	computation
151452	151452	computation
151453	151453	computation
151457	151457	computation
151459	151459	computation
151461	151461	computation
151462	152568	computation
151463	151463	computation
151467	151467	computation
151469	151469	computation
151472	156068	computation
151474	151474	computation
151475	151475	computation
151476	156538	computation
151479	151479	computation
151483	151483	computation
151485	151485	computation
151487	151487	computation
151488	151488	computation
151489	151489	computation
151490	151490	computation
151491	151491	computation
151492	151492	computation
151493	151493	computation
151495	151495	computation
151497	151497	computation
151498	151498	computation
151499	151499	computation
151501	151501	computation
151502	151502	computation
151505	151505	computation
151508	151508	computation
151509	151509	computation
151511	151511	computation
151512	151512	computation
151513	151513	computation
151515	151515	computation
151516	151516	computation
151517	151517	computation
151518	151518	computation
151519	151519	computation
151520	151520	computation
151522	151522	computation
151523	151523	computation
151526	151526	computation
151527	151527	computation
151528	151528	computation
151529	151529	computation
151530	151530	computation
151531	151531	computation
151532	151532	computation
151533	151533	computation
151534	151534	computation
151535	151535	computation
151536	151536	computation
151537	151537	computation
151541	151541	computation
151543	151543	computation
151545	151545	computation
151546	151546	computation
151547	151547	computation
151548	151548	computation
151549	151549	computation
151550	151550	computation
151552	151552	computation
151553	151553	computation
151554	151554	computation
151555	151555	computation
151557	151557	computation
151558	151558	computation
151559	151559	computation
151561	151561	computation
151562	151562	computation
151563	151563	computation
151564	151564	computation
151565	151565	computation
151569	151569	computation
151570	151570	computation
151571	151571	computation
151573	151573	computation
151574	151574	computation
151575	151575	computation
151577	151577	computation
151579	151579	computation
151580	151580	computation
151581	151581	computation
151583	151583	computation
151584	151584	computation
151585	151585	computation
151587	151587	computation
151588	151588	computation
151589	151589	computation
151590	151590	computation
151591	151591	computation
151592	151592	computation
151593	151593	computation
151594	151594	computation
151596	151596	computation
151599	151599	computation
151602	151602	computation
151603	151603	computation
151604	151604	computation
151605	151605	computation
151606	151606	computation
151607	151607	computation
151608	151608	computation
151611	151611	computation
151614	151614	computation
151616	151616	computation
151619	151619	computation
151621	151621	computation
151622	151622	computation
151626	151626	computation
151627	151627	computation
151628	151628	computation
151631	151631	computation
151632	151632	computation
151633	151633	computation
151635	151635	computation
151636	151636	computation
151637	151637	computation
151640	151640	computation
151643	151643	computation
151644	151644	computation
151648	151648	computation
151651	151651	computation
151652	151652	computation
151653	151653	computation
151654	151654	computation
151656	151656	computation
151657	151657	computation
151658	151658	computation
151659	151659	computation
151660	151660	computation
151661	151661	computation
151663	151663	computation
151664	151664	computation
151667	151667	computation
151669	151669	computation
151670	151670	computation
151672	151672	computation
151673	151673	computation
151674	151674	computation
151675	151675	computation
151676	151676	computation
151677	151677	computation
151680	151680	computation
151681	151681	computation
151682	151682	computation
151684	151684	computation
151685	151685	computation
151686	151686	computation
151688	151688	computation
151689	151689	computation
151691	151691	computation
151692	151692	computation
151693	151693	computation
151694	151694	computation
151696	151696	computation
151697	151697	computation
151698	151698	computation
151699	151699	computation
151700	151700	computation
151702	151702	computation
151703	151703	computation
151704	151704	computation
151709	151709	computation
151710	151710	computation
151711	151711	computation
151713	151713	computation
151716	151716	computation
151718	151718	computation
151720	151720	computation
151721	151721	computation
151723	151723	computation
151724	151724	computation
151729	151729	computation
151730	151730	computation
151731	151731	computation
151732	151732	computation
151733	151733	computation
151734	151734	computation
151736	151736	computation
151739	151739	computation
151740	151740	computation
151741	151741	computation
151742	151742	computation
151744	151744	computation
151745	151745	computation
151747	151747	computation
151748	151748	computation
151749	151749	computation
151753	151753	computation
151754	151754	computation
151756	151756	computation
151758	151758	computation
151759	151759	computation
151760	151760	computation
151762	151762	computation
151763	151763	computation
151765	151765	computation
151768	151768	computation
151770	151770	computation
151772	151772	computation
151775	151775	computation
151776	151776	computation
151780	151780	computation
151781	151781	computation
151782	151782	computation
151783	151783	computation
151784	151784	computation
151786	151786	computation
151787	151787	computation
151791	151791	computation
151792	151792	computation
151794	151794	computation
151795	151795	computation
151797	151797	computation
151798	151798	computation
151799	151799	computation
151800	151800	computation
151801	151801	computation
151802	151802	computation
151803	151803	computation
151804	151804	computation
151805	151805	computation
151806	151806	computation
151808	151808	computation
151809	151809	computation
151810	151810	computation
151813	151813	computation
151817	151817	computation
151819	151819	computation
151823	151823	computation
151824	151824	computation
151827	151827	computation
151832	151832	computation
151833	151833	computation
151835	151835	computation
151836	151836	computation
151837	151837	computation
151838	151838	computation
151840	151840	computation
151843	151843	computation
151844	151844	computation
151845	151845	computation
151847	151847	computation
151849	151849	computation
151850	151850	computation
151851	151851	computation
151852	151852	computation
151853	151853	computation
151854	151854	computation
151855	151855	computation
151856	151856	computation
151858	151858	computation
151859	151859	computation
151861	151861	computation
151863	151863	computation
151865	151865	computation
151866	151866	computation
151869	151869	computation
151870	151870	computation
151873	151873	computation
151874	151874	computation
151875	151875	computation
151876	151876	computation
151879	151879	computation
151880	151880	computation
151881	151881	computation
151882	151882	computation
151883	151883	computation
151884	151884	computation
151885	151885	computation
151886	151886	computation
151888	151888	computation
151890	151890	computation
151891	151891	computation
151892	151892	computation
151893	151893	computation
151896	151896	computation
151898	151898	computation
151899	151899	computation
151900	151900	computation
151901	151901	computation
151902	151902	computation
151903	151903	computation
151904	151904	computation
151905	151905	computation
151906	151906	computation
151908	151908	computation
151910	151910	computation
151911	151911	computation
151913	151913	computation
151915	151915	computation
151916	151916	computation
151917	151917	computation
151918	151918	computation
151919	151919	computation
151920	151920	computation
151921	151921	computation
151922	151922	computation
151923	151923	computation
151924	151924	computation
151925	151925	computation
151929	151929	computation
151932	151932	computation
151936	151936	computation
151937	151937	computation
151938	151938	computation
151939	151939	computation
151940	151940	computation
151943	151943	computation
151945	151945	computation
151946	151946	computation
151947	151947	computation
151949	151949	computation
151951	151951	computation
151952	151952	computation
151957	151957	computation
151958	151958	computation
151959	151959	computation
151960	151960	computation
151963	151963	computation
151964	151964	computation
151965	151965	computation
151966	151966	computation
151970	151970	computation
151971	151971	computation
151972	151972	computation
151973	151973	computation
151976	151976	computation
151979	151979	computation
151980	151980	computation
151981	151981	computation
151982	151982	computation
151985	151985	computation
151986	151986	computation
151987	151987	computation
151988	151988	computation
151989	151989	computation
151994	151994	computation
151995	151995	computation
151996	151996	computation
151998	151998	computation
151999	151999	computation
152000	152000	computation
152003	152003	computation
152006	152006	computation
152007	152007	computation
152008	152008	computation
152009	152009	computation
152010	152010	computation
152011	152011	computation
152013	152013	computation
152014	152014	computation
152016	152016	computation
152017	152017	computation
152018	152018	computation
152019	152019	computation
152020	152020	computation
152021	152021	computation
152022	152022	computation
152024	152024	computation
152027	152027	computation
152029	152029	computation
152030	152030	computation
152032	152032	computation
152033	152033	computation
152034	152034	computation
152036	152036	computation
152037	152037	computation
152038	152038	computation
152039	152039	computation
152040	152040	computation
152041	152041	computation
152042	152042	computation
152043	152043	computation
152044	152044	computation
152046	152046	computation
152047	152047	computation
152049	152049	computation
152050	152050	computation
152053	152053	computation
152054	152055	computation
152055	152055	computation
152056	152057	computation
152057	152057	computation
152058	152058	computation
152060	152060	computation
152061	152061	computation
152065	152065	computation
152066	152066	computation
152067	152067	computation
152068	152068	computation
152069	152069	computation
152070	152070	computation
152071	152071	computation
152072	152072	computation
152073	152073	computation
152074	152074	computation
152076	152076	computation
152077	152077	computation
152079	152079	computation
152080	152080	computation
152084	152084	computation
152087	152087	computation
152088	152088	computation
152090	152090	computation
152094	152094	computation
152096	152096	computation
152098	152098	computation
152099	152099	computation
152100	152100	computation
152101	152101	computation
152102	152102	computation
152103	152103	computation
152104	152104	computation
152105	152105	computation
152106	152106	computation
152107	152107	computation
152108	152108	computation
152111	152111	computation
152113	152113	computation
152114	152114	computation
152115	152115	computation
152116	152116	computation
152117	152117	computation
152118	152118	computation
152119	152119	computation
152121	152121	computation
152122	152122	computation
152123	152123	computation
152125	152125	computation
152126	152126	computation
152127	152127	computation
152128	152128	computation
152129	152129	computation
152131	152131	computation
152133	152133	computation
152134	152134	computation
152135	152135	computation
152139	152139	computation
152140	152140	computation
152141	152141	computation
152142	152142	computation
152143	152143	computation
152144	152144	computation
152146	152146	computation
152147	152147	computation
152148	152148	computation
152149	152149	computation
152150	152150	computation
152151	152151	computation
152152	152152	computation
152156	152156	computation
152157	152157	computation
152158	152158	computation
152159	152159	computation
152160	152160	computation
152161	152161	computation
152162	152162	computation
152164	152164	computation
152165	152165	computation
152167	152167	computation
152168	152168	computation
152169	152169	computation
152170	152170	computation
152171	152171	computation
152172	152172	computation
152174	152174	computation
152175	152175	computation
152177	152177	computation
152178	152178	computation
152179	152179	computation
152181	152181	computation
152184	152184	computation
152186	152186	computation
152188	152188	computation
152189	152189	computation
152190	152190	computation
152192	152192	computation
152193	152193	computation
152195	152195	computation
152197	152197	computation
152198	152198	computation
152200	152200	computation
152201	152201	computation
152202	152202	computation
152203	152203	computation
152204	152204	computation
152206	152206	computation
152207	152207	computation
152208	152208	computation
152209	152209	computation
152210	152210	computation
152211	152211	computation
152212	152212	computation
152213	152213	computation
152216	152216	computation
152218	152218	computation
152221	152221	computation
152223	152223	computation
152224	152224	computation
152225	152225	computation
152226	152226	computation
152227	152227	computation
152229	152229	computation
152230	152230	computation
152232	152232	computation
152234	152234	computation
152236	152236	computation
152237	152237	computation
152239	152239	computation
152241	152241	computation
152242	152242	computation
152243	152243	computation
152244	152244	computation
152245	152245	computation
152246	152246	computation
152247	152247	computation
152248	152248	computation
152253	152253	computation
152258	152258	computation
152260	152260	computation
152263	152263	computation
152265	152265	computation
152266	152266	computation
152267	152267	computation
152268	152268	computation
152269	152269	computation
152270	152270	computation
152271	152271	computation
152272	152272	computation
152273	152273	computation
152275	152275	computation
152276	152276	computation
152277	152277	computation
152278	152278	computation
152279	152279	computation
152280	152280	computation
152281	152281	computation
152282	152282	computation
152284	152284	computation
152285	152285	computation
152286	152286	computation
152288	152288	computation
152289	152289	computation
152291	152291	computation
152294	152294	computation
152296	152296	computation
152297	152297	computation
152301	152301	computation
152303	152303	computation
152305	152305	computation
152306	152306	computation
152307	152307	computation
152308	152308	computation
152309	152309	computation
152310	152310	computation
152311	152311	computation
152312	152312	computation
152313	152313	computation
152314	152314	computation
152315	152315	computation
152317	152317	computation
152318	152318	computation
152319	152319	computation
152321	152321	computation
152322	152322	computation
152323	152323	computation
152324	152324	computation
152325	152325	computation
152328	152328	computation
152330	152330	computation
152331	152331	computation
152332	152332	computation
152334	152334	computation
152335	152335	computation
152338	152338	computation
152339	152339	computation
152344	152344	computation
152346	152346	computation
152347	152347	computation
152348	152348	computation
152349	152349	computation
152350	152350	computation
152351	152351	computation
152352	152352	computation
152355	152355	computation
152356	152356	computation
152357	152357	computation
152358	152358	computation
152359	152359	computation
152360	152360	computation
152361	152361	computation
152362	152362	computation
152363	152363	computation
152364	152364	computation
152365	152365	computation
152368	152368	computation
152369	152369	computation
152370	152370	computation
152373	152373	computation
152374	152374	computation
152376	152376	computation
152377	152377	computation
152378	152378	computation
152379	152379	computation
152381	152381	computation
152382	152382	computation
152383	152383	computation
152384	152384	computation
152385	152385	computation
152386	152386	computation
152387	152387	computation
152388	152388	computation
152390	152390	computation
152391	152391	computation
152393	152393	computation
152394	152394	computation
152395	152395	computation
152396	152396	computation
152401	152401	computation
152402	152402	computation
152403	152403	computation
152404	152404	computation
152405	152405	computation
152406	152406	computation
152407	152407	computation
152408	152408	computation
152409	152409	computation
152410	152410	computation
152412	152412	computation
152413	152413	computation
152419	152419	computation
152421	152421	computation
152423	152423	computation
152424	152424	computation
152426	152426	computation
152427	152427	computation
152428	152428	computation
152430	152430	computation
152431	152431	computation
152432	152432	computation
152434	152434	computation
152435	152435	computation
152436	152436	computation
152437	152437	computation
152438	152438	computation
152439	152439	computation
152440	152440	computation
152442	152442	computation
152443	152443	computation
152444	152444	computation
152446	152446	computation
152447	152447	computation
152449	152449	computation
152450	152450	computation
152451	152451	computation
152452	152452	computation
152453	152453	computation
152455	152455	computation
152457	152457	computation
152458	152458	computation
152459	152459	computation
152461	152461	computation
152462	152462	computation
152464	152464	computation
152466	152466	computation
152467	152467	computation
152468	152468	computation
152469	152469	computation
152470	152470	computation
152471	152471	computation
152472	152472	computation
152473	152473	computation
152475	152475	computation
152476	152476	computation
152477	152477	computation
152479	152479	computation
152481	152481	computation
152483	152483	computation
152486	152486	computation
152488	152488	computation
152489	152489	computation
152491	152491	computation
152493	152493	computation
152496	152496	computation
152497	152497	computation
152498	152498	computation
152502	152502	computation
152503	152503	computation
152505	152505	computation
152507	152507	computation
152508	152508	computation
152509	152509	computation
152510	152510	computation
152511	152511	computation
152512	152512	computation
152513	152513	computation
152514	152514	computation
152516	152516	computation
152517	152517	computation
152520	152520	computation
152521	152521	computation
152523	152523	computation
152525	152525	computation
152527	152527	computation
152528	152528	computation
152529	152529	computation
152531	152531	computation
152532	152532	computation
152533	152533	computation
152535	152535	computation
152536	152536	computation
152537	152537	computation
152538	152538	computation
152539	152539	computation
152540	152540	computation
152541	152541	computation
152542	152542	computation
152543	152543	computation
152544	152544	computation
152545	152545	computation
152547	152547	computation
152550	152550	computation
152551	152551	computation
152554	152554	computation
152555	152555	computation
152556	152556	computation
152558	152558	computation
152560	152560	computation
152561	152561	computation
152562	152562	computation
152564	152564	computation
152565	152565	computation
152566	152566	computation
152567	152567	computation
152568	152568	computation
152569	152569	computation
152573	152573	computation
152574	152574	computation
152575	152575	computation
152577	152577	computation
152578	152578	computation
152579	152579	computation
152582	152582	computation
152583	152583	computation
152584	152584	computation
152585	152585	computation
152586	152586	computation
152587	152587	computation
152588	152588	computation
152589	152589	computation
152590	152590	computation
152592	152592	computation
152594	152594	computation
152596	152596	computation
152597	152597	computation
152599	152599	computation
152601	152601	computation
152604	152604	computation
152606	152606	computation
152609	152609	computation
152610	152610	computation
152612	152612	computation
152613	152613	computation
152615	152615	computation
152617	152617	computation
152621	152621	computation
152622	152622	computation
152624	152624	computation
152627	152627	computation
152628	152628	computation
152629	152629	computation
152630	152630	computation
152632	152632	computation
152634	152634	computation
152635	152635	computation
152638	152638	computation
152642	152642	computation
152643	152643	computation
152645	152645	computation
152646	152646	computation
152647	152647	computation
152648	152648	computation
152651	152651	computation
152655	152655	computation
152656	152656	computation
152657	152657	computation
152660	152660	computation
152661	152661	computation
152662	152662	computation
152663	152663	computation
152665	152665	computation
152668	152668	computation
152669	152669	computation
152671	152671	computation
152673	152673	computation
152674	152674	computation
152675	152675	computation
152677	152677	computation
152679	152679	computation
152680	152680	computation
152682	152682	computation
152683	152683	computation
152684	152684	computation
152686	152686	computation
152687	152687	computation
152688	152688	computation
152690	152690	computation
152692	152692	computation
152695	152695	computation
152696	152696	computation
152697	152697	computation
152702	152702	computation
152703	152703	computation
152705	152705	computation
152707	152707	computation
152708	152708	computation
152709	152709	computation
152710	152710	computation
152711	152711	computation
152712	152712	computation
152713	152713	computation
152714	152714	computation
152715	152715	computation
152716	152716	computation
152717	152717	computation
152718	152718	computation
152719	152719	computation
152720	152720	computation
152723	152723	computation
152725	152725	computation
152726	152726	computation
152727	152727	computation
152728	152728	computation
152730	152730	computation
152731	152731	computation
152733	152733	computation
152735	152735	computation
152738	152738	computation
152739	152739	computation
152741	152741	computation
152743	152743	computation
152744	152744	computation
152749	152749	computation
152751	152751	computation
152752	152752	computation
152753	152753	computation
152755	152755	computation
152756	152756	computation
152757	152757	computation
152759	152759	computation
152761	152761	computation
152765	152765	computation
152766	152766	computation
152767	152767	computation
152768	152768	computation
152769	152769	computation
152770	152770	computation
152771	152771	computation
152772	152772	computation
152773	152773	computation
152776	152776	computation
152778	152778	computation
152779	152779	computation
152781	152781	computation
152783	152783	computation
152784	152784	computation
152786	152786	computation
152787	152787	computation
152788	152788	computation
152789	152789	computation
152790	152790	computation
152793	152793	computation
152794	152794	computation
152795	152795	computation
152796	152796	computation
152797	152797	computation
152798	152798	computation
152799	152799	computation
152802	152802	computation
152803	152803	computation
152808	152808	computation
152809	152809	computation
152810	152810	computation
152811	152811	computation
152813	152813	computation
152814	152814	computation
152819	152819	computation
152821	152821	computation
152822	152822	computation
152823	152823	computation
152824	152824	computation
152825	152825	computation
152827	152827	computation
152829	152829	computation
152834	152834	computation
152835	152835	computation
152836	152836	computation
152837	152837	computation
152838	152838	computation
152839	152839	computation
152841	152841	computation
152842	152842	computation
152843	152843	computation
152844	152844	computation
152845	152845	computation
152846	152846	computation
152850	152850	computation
152851	145399	computation
152853	152853	computation
152854	152854	computation
152857	152857	computation
152858	152858	computation
152861	152861	computation
152864	152864	computation
152865	152865	computation
152866	152866	computation
152867	152867	computation
152868	152868	computation
152869	152869	computation
152873	152873	computation
152875	152875	computation
152876	152876	computation
152877	152877	computation
152879	152879	computation
152881	152881	computation
152882	152882	computation
152883	152883	computation
152885	152885	computation
152886	152886	computation
152887	152887	computation
152889	152889	computation
152890	152890	computation
152891	152891	computation
152894	152894	computation
152895	152895	computation
152896	152896	computation
152898	152898	computation
152899	152899	computation
152901	152901	computation
152902	152902	computation
152903	152903	computation
152904	152904	computation
152905	152905	computation
152906	152906	computation
152907	152907	computation
152908	152908	computation
152909	152909	computation
152910	152910	computation
152911	152911	computation
152912	152912	computation
152913	152913	computation
152916	152916	computation
152918	152918	computation
152919	152919	computation
152920	152920	computation
152921	152921	computation
152923	152923	computation
152924	152924	computation
152925	152925	computation
152926	152926	computation
152927	152927	computation
152928	152928	computation
152929	152929	computation
152930	152930	computation
152931	152931	computation
152933	152933	computation
152934	152934	computation
152935	152935	computation
152937	152937	computation
152938	152938	computation
152939	152939	computation
152940	152940	computation
152941	152941	computation
152942	152942	computation
152945	152945	computation
152946	152946	computation
152947	152947	computation
152948	152948	computation
152949	152949	computation
152950	152950	computation
152951	152951	computation
152955	152955	computation
152956	152956	computation
152958	152958	computation
152960	152960	computation
152962	152962	computation
152963	152963	computation
152964	152964	computation
152965	152965	computation
152966	152966	computation
152967	152967	computation
152969	152969	computation
152971	152971	computation
152972	152972	computation
152975	152975	computation
152976	152976	computation
152977	152977	computation
152978	152978	computation
152979	152979	computation
152980	152980	computation
152982	152982	computation
152983	152983	computation
152986	152986	computation
152987	152987	computation
152988	152988	computation
152990	152990	computation
152991	152991	computation
152992	152992	computation
152993	152993	computation
152995	152995	computation
152999	152999	computation
153001	153001	computation
153004	153004	computation
153006	153006	computation
153007	153007	computation
153009	153009	computation
153010	153010	computation
153011	153011	computation
153012	153012	computation
153014	153014	computation
153015	153015	computation
153018	153018	computation
153019	153019	computation
153020	153020	computation
153024	153024	computation
153025	153025	computation
153026	153026	computation
153028	153028	computation
153031	153031	computation
153032	153032	computation
153035	153035	computation
153036	153036	computation
153037	153037	computation
153039	153039	computation
153041	153041	computation
153043	153043	computation
153044	153044	computation
153045	153045	computation
153047	153047	computation
153048	153048	computation
153049	153049	computation
153051	153051	computation
153052	153052	computation
153054	153054	computation
153055	153055	computation
153056	153056	computation
153057	153057	computation
153063	153063	computation
153064	153064	computation
153065	153065	computation
153066	153066	computation
153067	153067	computation
153068	153068	computation
153069	153069	computation
153070	153070	computation
153071	153071	computation
153074	153074	computation
153076	153076	computation
153077	153077	computation
153079	153079	computation
153080	153080	computation
153082	153082	computation
153087	153087	computation
153088	153088	computation
153090	153090	computation
153093	153093	computation
153094	153094	computation
153095	153095	computation
153096	153096	computation
153099	153099	computation
153101	153101	computation
153102	153102	computation
153104	153104	computation
153105	153105	computation
153106	153106	computation
153107	153107	computation
153108	153108	computation
153111	153111	computation
153112	153112	computation
153113	153113	computation
153114	153114	computation
153115	153115	computation
153116	153116	computation
153117	153117	computation
153118	153118	computation
153119	153119	computation
153120	153120	computation
153121	153121	computation
153122	153122	computation
153123	153123	computation
153124	153124	computation
153125	153125	computation
153126	153126	computation
153127	153127	computation
153128	153128	computation
153129	153129	computation
153130	153130	computation
153131	153131	computation
153132	153132	computation
153133	153133	computation
153139	153139	computation
153142	153142	computation
153143	153143	computation
153144	153144	computation
153145	153145	computation
153146	153146	computation
153147	153147	computation
153148	153148	computation
153149	153149	computation
153151	153151	computation
153153	153153	computation
153154	153154	computation
153155	153155	computation
153156	153156	computation
153157	153157	computation
153158	153158	computation
153160	153160	computation
153161	153161	computation
153163	153163	computation
153164	153164	computation
153165	153165	computation
153166	153166	computation
153167	153167	computation
153169	153169	computation
153171	153171	computation
153174	153174	computation
153176	153176	computation
153177	153177	computation
153179	153179	computation
153180	153180	computation
153181	153181	computation
153182	153182	computation
153183	153183	computation
153184	153184	computation
153185	153185	computation
153186	153186	computation
153187	153187	computation
153188	153188	computation
153189	153189	computation
153191	153191	computation
153193	153193	computation
153194	153194	computation
153197	153197	computation
153198	153198	computation
