CHEBI	CHEBI_PH7_3	ORIGIN
81928	81928	computation
81929	81929	computation
81931	81931	computation
81932	81932	computation
81933	81933	computation
81934	77308	computation
81935	81935	computation
81936	81936	computation
81937	81937	computation
81938	81938	computation
81939	81939	computation
81940	81940	computation
81941	81941	computation
81942	81942	computation
81944	81944	computation
81947	81947	computation
81951	132890	computation
81952	81952	computation
81954	81954	computation
81955	81955	computation
81956	81956	computation
81957	81957	computation
81958	81958	computation
81959	81959	computation
81963	81963	computation
81964	81964	computation
81965	81965	computation
81966	81966	computation
81967	81967	computation
81971	81971	computation
81972	81972	computation
81974	132178	computation
81975	81975	computation
81976	27455	computation
81977	81977	computation
81978	81978	computation
81979	81979	computation
81981	81981	computation
81984	81984	computation
81985	81985	computation
81987	81987	computation
81988	81988	computation
81989	81989	computation
81991	81991	computation
81992	81992	computation
81993	81993	computation
81994	81994	computation
81997	193065	computation
81998	193066	computation
81999	81999	computation
82007	82007	computation
82008	82008	computation
82009	82009	computation
82010	138418	computation
82011	82011	computation
82012	82012	computation
82016	82016	computation
82019	82019	computation
82020	82020	computation
82023	82023	computation
82024	82024	computation
82026	82026	computation
82027	82027	computation
82028	48981	computation
82029	82029	computation
82030	82030	computation
82032	82032	computation
82034	82034	computation
82035	82035	computation
82040	82040	computation
82043	82043	computation
82044	82044	computation
82045	82045	computation
82051	82051	computation
82052	82052	computation
82053	82053	computation
82054	82054	computation
82055	82055	computation
82056	82056	computation
82057	82057	computation
82058	82058	computation
82059	82059	computation
82060	82060	computation
82061	82061	computation
82062	82062	computation
82063	82063	computation
82064	82064	computation
82065	82065	computation
82066	82066	computation
82067	82067	computation
82068	82068	computation
82069	82069	computation
82070	82070	computation
82071	82071	computation
82072	82072	computation
82073	82073	computation
82075	82075	computation
82076	82076	computation
82077	82077	computation
82080	82080	computation
82082	82082	computation
82083	82083	computation
82086	82086	computation
82087	82087	computation
82089	82089	computation
82090	82090	computation
82091	82091	computation
82092	82092	computation
82093	82093	computation
82094	82094	computation
82095	82095	computation
82096	82096	computation
82097	82097	computation
82098	82098	computation
82099	82099	computation
82100	82100	computation
82101	82101	computation
82102	82102	computation
82103	82103	computation
82104	82104	computation
82105	82105	computation
82106	82106	computation
82107	82107	computation
82108	82108	computation
82109	82109	computation
82110	82110	computation
82111	82111	computation
82112	82112	computation
82113	82113	computation
82114	82114	computation
82115	82115	computation
82116	82116	computation
82117	82117	computation
82118	82118	computation
82119	82119	computation
82120	82120	computation
82121	82121	computation
82122	82122	computation
82123	82123	computation
82124	82124	computation
82125	82125	computation
82126	82126	computation
82127	82127	computation
82130	34031	computation
82133	82133	computation
82134	82134	computation
82135	82135	computation
82136	82136	computation
82138	82138	computation
82139	82139	computation
82140	82140	computation
82141	82141	computation
82142	82142	computation
82143	82143	computation
82144	82144	computation
82145	82145	computation
82146	82146	computation
82147	82147	computation
82148	82148	computation
82149	82149	computation
82150	82150	computation
82151	82151	computation
82152	82152	computation
82154	82154	computation
82155	82155	computation
82156	82156	computation
82157	82157	computation
82158	82158	computation
82159	82159	computation
82160	82160	computation
82161	82161	computation
82162	82162	computation
82164	82164	computation
82165	82165	computation
82168	82168	computation
82169	82169	computation
82170	82170	computation
82171	82171	computation
82172	82172	computation
82173	82173	computation
82174	82174	computation
82175	82175	computation
82176	82176	computation
82177	82177	computation
82178	82178	computation
82180	82180	computation
82185	82185	computation
82186	82186	computation
82187	82187	computation
82188	82188	computation
82189	82189	computation
82190	82190	computation
82191	82191	computation
82192	82192	computation
82193	82193	computation
82197	82197	computation
82198	82198	computation
82199	82199	computation
82200	82200	computation
82201	82201	computation
82202	5013	computation
82204	82204	computation
82206	82206	computation
82207	82207	computation
82209	82209	computation
82210	38214	computation
82211	82211	computation
82212	82212	computation
82214	82214	computation
82215	82215	computation
82216	82216	computation
82217	82217	computation
82218	82218	computation
82219	82219	computation
82220	82220	computation
82221	82221	computation
82222	82222	computation
82223	82223	computation
82225	82225	computation
82226	82226	computation
82229	82229	computation
82230	82230	computation
82231	82231	computation
82232	82232	computation
82233	82233	computation
82234	82234	computation
82235	142831	computation
82236	82236	computation
82237	82237	computation
82238	82238	computation
82239	82239	computation
82240	82240	computation
82241	82241	computation
82243	82243	computation
82244	82244	computation
82245	82245	computation
82246	82246	computation
82250	82250	computation
82251	82251	computation
82252	82252	computation
82253	82253	computation
82254	82254	computation
82255	82255	computation
82256	82256	computation
82257	82257	computation
82258	82258	computation
82259	82259	computation
82260	82260	computation
82262	82262	computation
82263	82263	computation
82265	82265	computation
82266	82266	computation
82267	82267	computation
82268	82268	computation
82269	82269	computation
82270	82270	computation
82271	82271	computation
82273	82273	computation
82274	82274	computation
82275	82275	computation
82276	82276	computation
82277	82277	computation
82279	82279	computation
82280	82280	computation
82282	82282	computation
82284	82284	computation
82285	82285	computation
82286	82286	computation
82287	82287	computation
82288	82288	computation
82290	82290	computation
82291	82291	computation
82292	82292	computation
82294	82294	computation
82296	82296	computation
82298	82298	computation
82299	82299	computation
82300	82300	computation
82301	82301	computation
82303	87664	computation
82304	82304	computation
82305	88196	computation
82306	82306	computation
82307	82307	computation
82308	82308	computation
82309	82309	computation
82310	82310	computation
82311	82311	computation
82312	82312	computation
82313	82313	computation
82314	82314	computation
82315	82315	computation
82316	82316	computation
82317	82317	computation
82318	82318	computation
82319	82319	computation
82320	82320	computation
82321	82321	computation
82322	82322	computation
82323	82323	computation
82324	82324	computation
82325	82325	computation
82326	82326	computation
82327	82327	computation
82328	82328	computation
82329	82329	computation
82330	82330	computation
82331	82331	computation
82332	82332	computation
82333	82333	computation
82334	82334	computation
82335	82335	computation
82337	82337	computation
82341	82341	computation
82342	82342	computation
82343	82343	computation
82344	82344	computation
82345	82345	computation
82346	82346	computation
82347	82347	computation
82348	82348	computation
82349	82349	computation
82350	82350	computation
82351	82351	computation
82352	82352	computation
82353	82353	computation
82354	82354	computation
82355	82355	computation
82356	82356	computation
82357	82357	computation
82358	82358	computation
82359	82359	computation
82360	82360	computation
82361	82361	computation
82362	82362	computation
82364	82364	computation
82366	82366	computation
82367	82367	computation
82369	87105	computation
82370	82370	computation
82371	17043	computation
82372	82372	computation
82373	82373	computation
82374	82374	computation
82377	82377	computation
82378	82378	computation
82379	82379	computation
82380	82380	computation
82381	82381	computation
82382	82382	computation
82383	82383	computation
82384	82384	computation
82385	82385	computation
82386	82386	computation
82388	82388	computation
82389	82389	computation
82391	82391	computation
82392	82392	computation
82393	82393	computation
82394	82394	computation
82395	82395	computation
82396	82396	computation
82397	82397	computation
82398	82398	computation
82399	82399	computation
82400	82400	computation
82401	82401	computation
82402	82402	computation
82403	82403	computation
82404	82404	computation
82405	82405	computation
82406	82406	computation
82407	82407	computation
82408	82408	computation
82409	82409	computation
82410	82410	computation
82412	82412	computation
82413	82413	computation
82415	82415	computation
82416	82416	computation
82417	82417	computation
82418	82418	computation
82419	82419	computation
82420	82420	computation
82421	82421	computation
82422	82422	computation
82423	82423	computation
82424	34640	computation
82427	87093	computation
82428	82428	computation
82429	82429	computation
82430	82430	computation
82431	57592	computation
82432	82432	computation
82433	82433	computation
82434	82434	computation
82436	82436	computation
82437	82437	computation
82438	82438	computation
82439	82439	computation
82440	82440	computation
82441	82441	computation
82442	82442	computation
82443	82443	computation
82444	82444	computation
82445	82445	computation
82446	82446	computation
82447	82447	computation
82448	82448	computation
82449	82449	computation
82450	82450	computation
82451	82451	computation
82452	82452	computation
82453	82453	computation
82454	82454	computation
82455	82455	computation
82456	82456	computation
82457	82457	computation
82458	82458	computation
82459	82459	computation
82460	82460	computation
82462	82462	computation
82463	82463	computation
82465	82465	computation
82466	144359	computation
82468	88292	computation
82469	82469	computation
82470	82470	computation
82471	90115	computation
82472	82472	computation
82473	82473	computation
82474	82474	computation
82475	82475	computation
82476	82476	computation
82479	82479	computation
82482	82482	computation
82483	82483	computation
82484	82484	computation
82485	82485	computation
82486	82486	computation
82487	82487	computation
82488	82488	computation
82489	82489	computation
82490	82490	computation
82491	82491	computation
82492	82492	computation
82493	82493	computation
82494	82494	computation
82495	82495	computation
82496	82496	computation
82497	82497	computation
82498	82498	computation
82499	82499	computation
82500	82500	computation
82501	82501	computation
82502	82502	computation
82503	82503	computation
82504	82504	computation
82505	82505	computation
82506	82506	computation
82507	82507	computation
82508	82508	computation
82509	82509	computation
82512	82512	computation
82514	82514	computation
82516	82516	computation
82517	82517	computation
82518	82518	computation
82519	82519	computation
82520	82520	computation
82521	82521	computation
82524	82524	computation
82526	82526	computation
82527	82527	computation
82528	82528	computation
82529	82529	computation
82532	28306	computation
82534	82534	computation
82535	82535	computation
82536	82536	computation
82537	82537	computation
82540	82540	computation
82541	82541	computation
82542	82542	computation
82543	82543	computation
82544	82544	computation
82545	82545	computation
82546	82546	computation
82547	82547	computation
82548	82548	computation
82549	46916	computation
82550	82550	computation
82551	82551	computation
82554	82554	computation
82555	82555	computation
82556	82556	computation
82557	82557	computation
82558	82558	computation
82559	82559	computation
82561	82561	computation
82562	82562	computation
82563	82563	computation
82564	82564	computation
82565	82565	computation
82566	144359	computation
82568	27452	computation
82569	82569	computation
82570	27452	computation
82571	82571	computation
82572	82572	computation
82574	82574	computation
82575	82575	computation
82576	82576	computation
82577	82577	computation
82578	82578	computation
82580	82580	computation
82581	82581	computation
82584	82584	computation
82585	82585	computation
82587	144359	computation
82588	82588	computation
82589	82589	computation
82590	82590	computation
82592	82592	computation
82593	82593	computation
82595	82595	computation
82596	82596	computation
82597	82597	computation
82598	82598	computation
82600	82601	computation
82601	82601	computation
82602	82604	computation
82603	82604	computation
82604	82604	computation
82605	82605	computation
82606	82606	computation
82607	78569	computation
82608	78571	computation
82609	78572	computation
82610	78588	computation
82611	78589	computation
82613	82613	computation
82614	82614	computation
82615	82614	computation
82617	82618	computation
82618	82618	computation
82621	82621	computation
82622	82622	computation
82623	82623	computation
82624	82624	computation
82626	82626	computation
82627	82626	computation
82628	82628	computation
82629	82629	computation
82633	82633	computation
82635	82635	computation
82636	82636	computation
82637	82637	computation
82638	82636	computation
82639	82639	computation
82641	82641	computation
82643	82643	computation
82646	82646	computation
82651	82651	computation
82654	82654	computation
82656	82656	computation
82658	82658	computation
82660	82660	computation
82662	82666	computation
82664	82664	computation
82666	82666	computation
82667	82668	computation
82668	82668	computation
82669	82669	computation
82670	82670	computation
82673	82673	computation
82674	82674	computation
82675	82675	computation
82676	82676	computation
82677	82677	computation
82678	78603	computation
82679	78605	computation
82680	82680	computation
82681	78620	computation
82682	78636	computation
82684	78640	computation
82685	82685	computation
82686	78627	computation
82687	82687	computation
82688	82688	computation
82689	82690	computation
82690	82690	computation
82698	82698	computation
82700	83312	computation
82701	82701	computation
82702	82702	computation
82703	82703	computation
82704	82704	computation
82705	82705	computation
82706	82706	computation
82707	82707	computation
82709	82709	computation
82710	82710	computation
82711	82711	computation
82712	82712	computation
82714	82714	computation
82715	82715	computation
82717	82717	computation
82720	82720	computation
82723	82723	computation
82724	82724	computation
82725	82725	computation
82728	82728	computation
82729	82729	computation
82730	82730	computation
82731	82731	computation
82732	78654	computation
82734	78655	computation
82736	78657	computation
82737	78656	computation
82740	78663	computation
82741	78664	computation
82742	78670	computation
82743	82743	computation
82744	82744	computation
82745	78680	computation
82746	78684	computation
82747	78690	computation
82748	82748	computation
82749	78705	computation
82750	82750	computation
82751	82751	computation
82752	83355	computation
82753	78762	computation
82755	82755	computation
82757	82757	computation
82758	82758	computation
82759	82759	computation
82762	78765	computation
82763	78768	computation
82765	82765	computation
82766	82766	computation
82767	82767	computation
82768	82769	computation
82769	82769	computation
82770	82770	computation
82771	82771	computation
82772	82772	computation
82773	82773	computation
82774	82774	computation
82775	82775	computation
82777	82777	computation
82779	82779	computation
82782	82782	computation
82787	82787	computation
82788	82788	computation
82789	82789	computation
82790	82790	computation
82791	82791	computation
82792	82792	computation
82793	82793	computation
82794	82794	computation
82795	82795	computation
82798	82798	computation
82799	82799	computation
82800	82800	computation
82801	82801	computation
82810	82810	computation
82811	82811	computation
82812	82812	computation
82813	82816	computation
82815	82815	computation
82816	82816	computation
82817	82816	computation
82818	82818	computation
82819	82819	computation
82820	82820	computation
82827	82827	computation
82828	82828	computation
82829	82829	computation
82830	82830	computation
82831	82831	computation
82832	78807	computation
82833	82833	computation
82834	82834	computation
82835	78806	computation
82836	78808	computation
82837	78810	computation
82838	82838	computation
82839	78813	computation
82840	78814	computation
82841	82841	computation
82842	82842	computation
82844	78981	computation
82845	78847	computation
82847	82847	computation
82848	78907	computation
82849	78911	computation
82850	82850	computation
82851	82851	computation
82852	82852	computation
82853	82853	computation
82854	82854	computation
82855	82855	computation
82857	82857	computation
82858	82858	computation
82859	82859	computation
82861	82861	computation
82864	82864	computation
82867	82867	computation
82868	82868	computation
82869	82869	computation
82870	82877	computation
82871	82872	computation
82872	82872	computation
82873	82873	computation
82874	82874	computation
82875	82875	computation
82876	82876	computation
82877	82877	computation
82878	82878	computation
82879	82879	computation
82880	82880	computation
82881	82881	computation
82882	82882	computation
82883	82883	computation
82884	82884	computation
82885	82885	computation
82886	82894	computation
82888	82897	computation
82889	82889	computation
82890	82890	computation
82892	82892	computation
82893	82893	computation
82894	82894	computation
82895	82895	computation
82896	82896	computation
82897	82897	computation
82898	82898	computation
82899	82899	computation
82900	82900	computation
82901	82901	computation
82902	82902	computation
82903	82903	computation
82904	82904	computation
82905	82905	computation
82906	82906	computation
82907	82907	computation
82908	82908	computation
82909	82909	computation
82910	82910	computation
82911	133663	computation
82912	133665	computation
82913	133668	computation
82914	133670	computation
82915	82915	computation
82916	82916	computation
82917	82917	computation
82918	82918	computation
82919	82919	computation
82920	82920	computation
82921	82921	computation
82923	82923	computation
82924	82924	computation
82925	82925	computation
82926	82926	computation
82927	82927	computation
82928	82928	computation
82929	82929	computation
82930	82930	computation
82931	133676	computation
82932	133681	computation
82934	82934	computation
82936	82936	computation
82939	82939	computation
82940	82940	computation
82942	133687	computation
82943	82943	computation
82944	133502	computation
82945	82945	computation
82946	82946	computation
82947	78934	computation
82948	78993	computation
82949	82949	computation
82950	82950	computation
82951	82951	computation
82953	82953	computation
82954	78994	computation
82955	82955	computation
82956	82955	computation
82957	82957	computation
82959	82959	computation
82961	82961	computation
82962	82961	computation
82963	78995	computation
82965	133690	computation
82967	79021	computation
82969	133722	computation
82970	79031	computation
82971	79035	computation
82972	79036	computation
82977	82977	computation
82982	82982	computation
82983	82983	computation
82984	82984	computation
82985	79038	computation
82987	79044	computation
82988	82988	computation
82989	82989	computation
82990	82990	computation
82991	82991	computation
82992	82992	computation
82993	82993	computation
82994	82994	computation
82995	82995	computation
82996	82996	computation
82997	82997	computation
82998	82998	computation
82999	82999	computation
83000	83000	computation
83001	83001	computation
83002	83002	computation
83003	83003	computation
83004	83004	computation
83005	83005	computation
83006	83006	computation
83007	83007	computation
83008	83008	computation
83009	83009	computation
83010	83010	computation
83011	83011	computation
83012	83012	computation
83014	83014	computation
83015	83015	computation
83017	83017	computation
83018	83018	computation
83019	83019	computation
83020	83020	computation
83021	83021	computation
83022	83022	computation
83023	83023	computation
83024	83024	computation
83025	83025	computation
83027	83027	computation
83029	83029	computation
83032	79066	computation
83036	133803	computation
83037	133003	computation
83040	133729	computation
83041	83041	computation
83043	79063	computation
83044	83046	computation
83046	83046	computation
83047	75036	computation
83048	79064	computation
83049	83049	computation
83050	83052	computation
83052	83052	computation
83053	133065	computation
83054	74243	computation
83055	83055	computation
83058	133732	computation
83061	84293	computation
83062	83062	computation
83063	83066	computation
83064	83064	computation
83065	83065	computation
83066	83066	computation
83068	83068	computation
83069	83069	computation
83070	83070	computation
83071	83071	computation
83073	82991	computation
83076	82992	computation
83078	82993	computation
83079	83079	computation
83080	83080	computation
83081	83081	computation
83082	82994	computation
83083	82995	computation
83084	82996	computation
83085	82997	computation
83086	82998	computation
83087	82999	computation
83088	83088	computation
83089	83000	computation
83090	83001	computation
83091	83091	computation
83093	83093	computation
83094	83094	computation
83095	83002	computation
83096	83096	computation
83097	83097	computation
83098	83003	computation
83101	83125	computation
83102	83102	computation
83104	83104	computation
83105	83105	computation
83106	83106	computation
83107	83107	computation
83108	83107	computation
83109	83011	computation
83110	83012	computation
83112	83014	computation
83113	83113	computation
83114	83015	computation
83115	83017	computation
83116	83018	computation
83117	83019	computation
83118	83118	computation
83119	83119	computation
83121	83020	computation
83122	83021	computation
83124	83124	computation
83125	83125	computation
83127	83125	computation
83128	83128	computation
83129	83129	computation
83130	83130	computation
83131	83131	computation
83132	83132	computation
83134	83134	computation
83135	83135	computation
83136	83136	computation
83138	83138	computation
83139	83139	computation
83140	83140	computation
83141	83141	computation
83151	83151	computation
83169	83169	computation
83170	79188	computation
83171	79380	computation
83172	83172	computation
83174	83174	computation
83175	83175	computation
83176	83176	computation
83177	83177	computation
83178	83178	computation
83179	83179	computation
83180	83180	computation
83181	83181	computation
83182	83182	computation
83183	83183	computation
83184	83184	computation
83185	83185	computation
83186	83186	computation
83187	83187	computation
83194	83194	computation
83197	83197	computation
83202	83202	computation
83203	83203	computation
83208	83208	computation
83209	83209	computation
83210	83210	computation
83212	83212	computation
83213	83213	computation
83218	83218	computation
83219	83219	computation
83220	83220	computation
83221	83221	computation
83222	83222	computation
83223	83223	computation
83224	83224	computation
83233	82685	computation
83234	83234	computation
83235	83234	computation
83236	83236	computation
83237	83237	computation
83239	82605	computation
83240	82606	computation
83241	83241	computation
83242	83242	computation
83243	83243	computation
83244	83244	computation
83245	83245	computation
83246	83246	computation
83247	83247	computation
83248	83248	computation
83249	83249	computation
83250	83250	computation
83251	83251	computation
83252	83252	computation
83253	83253	computation
83254	83254	computation
83257	83257	computation
83258	83258	computation
83259	83259	computation
83260	83260	computation
83261	83261	computation
83262	83262	computation
83263	83263	computation
83264	83264	computation
83266	83266	computation
83267	83267	computation
83269	83269	computation
83270	83270	computation
83271	83271	computation
83272	83272	computation
83273	83273	computation
83274	83274	computation
83275	83275	computation
83276	83276	computation
83277	83277	computation
83278	83278	computation
83279	83279	computation
83281	83281	computation
83282	83281	computation
83287	83287	computation
83288	83288	computation
83289	83289	computation
83290	82703	computation
83292	82704	computation
83308	83308	computation
83309	83312	computation
83312	83312	computation
83314	82702	computation
83315	82702	computation
83318	82723	computation
83320	83320	computation
83321	83321	computation
83324	83324	computation
83327	83327	computation
83330	83340	computation
83331	83338	computation
83333	83340	computation
83334	83334	computation
83335	83335	computation
83336	83336	computation
83337	83338	computation
83338	83338	computation
83340	83340	computation
83342	83342	computation
83343	83343	computation
83344	83344	computation
83345	83345	computation
83346	83346	computation
83347	83347	computation
83348	83348	computation
83349	83349	computation
83350	83350	computation
83351	83351	computation
83352	83352	computation
83353	83355	computation
83354	83354	computation
83355	83355	computation
83356	83356	computation
83357	83357	computation
83358	83358	computation
83359	83359	computation
83360	83360	computation
83361	83361	computation
83362	83362	computation
83363	83363	computation
83364	83364	computation
83366	83366	computation
83367	83367	computation
83371	83371	computation
83373	83373	computation
83374	83374	computation
83375	83375	computation
83376	83376	computation
83377	83377	computation
83378	83378	computation
83380	83380	computation
83382	83382	computation
83383	83383	computation
83384	83384	computation
83385	83385	computation
83386	83386	computation
83387	83387	computation
83388	83388	computation
83389	83389	computation
83393	83393	computation
83394	83394	computation
83395	83395	computation
83396	83396	computation
83398	83398	computation
83400	83400	computation
83401	83401	computation
83402	83402	computation
83404	83404	computation
83405	83405	computation
83406	83406	computation
83407	83407	computation
83408	83408	computation
83410	83410	computation
83411	83411	computation
83412	83412	computation
83413	82724	computation
83414	83414	computation
83415	82725	computation
83416	83416	computation
83417	83417	computation
83418	82728	computation
83419	83419	computation
83420	83420	computation
83422	83422	computation
83423	83423	computation
83424	82731	computation
83425	83425	computation
83426	83426	computation
83427	83427	computation
83428	83428	computation
83429	83429	computation
83430	83430	computation
83431	83431	computation
83432	83432	computation
83433	83433	computation
83434	82757	computation
83435	83435	computation
83436	83436	computation
83439	83439	computation
83443	83443	computation
83444	82767	computation
83445	83445	computation
83447	83447	computation
83448	83448	computation
83455	83455	computation
83463	83463	computation
83464	83464	computation
83466	83466	computation
83467	83467	computation
83468	83468	computation
83470	83470	computation
83471	83471	computation
83476	83476	computation
83477	83477	computation
83480	83480	computation
83486	83486	computation
83487	83487	computation
83488	83488	computation
83489	83489	computation
83498	83498	computation
83509	83509	computation
83510	83510	computation
83511	83511	computation
83512	83512	computation
83513	83513	computation
83514	83514	computation
83518	83518	computation
83519	83519	computation
83522	83522	computation
83523	83523	computation
83524	83524	computation
83526	83526	computation
83531	83531	computation
83532	83532	computation
83533	83533	computation
83534	83534	computation
83535	83535	computation
83538	83538	computation
83542	83542	computation
83543	83543	computation
83544	83544	computation
83545	83545	computation
83546	82769	computation
83547	82770	computation
83548	83548	computation
83549	83549	computation
83550	83550	computation
83551	83551	computation
83553	82771	computation
83554	82772	computation
83555	83555	computation
83556	83556	computation
83557	83557	computation
83558	83558	computation
83559	83559	computation
83561	83561	computation
83562	83562	computation
83563	83563	computation
83564	82773	computation
83568	83568	computation
83569	83569	computation
83574	82774	computation
83577	83577	computation
83578	83578	computation
83579	82815	computation
83580	83580	computation
83581	83581	computation
83582	83582	computation
83583	83583	computation
83584	83584	computation
83587	83587	computation
83588	83588	computation
83590	83590	computation
83591	83591	computation
83592	83587	computation
83593	83593	computation
83595	83588	computation
83596	83588	computation
83597	83587	computation
83602	83602	computation
83603	83603	computation
83604	83604	computation
83605	83605	computation
83606	83602	computation
83607	83603	computation
83608	83604	computation
83610	83610	computation
83611	83604	computation
83613	83613	computation
83614	83603	computation
83615	83615	computation
83616	83616	computation
83617	83617	computation
83618	83618	computation
83619	83619	computation
83621	83622	computation
83622	83622	computation
83623	83623	computation
83626	83626	computation
83627	83627	computation
83628	83628	computation
83631	83631	computation
83637	83637	computation
83638	83638	computation
83639	83639	computation
83640	83640	computation
83641	83641	computation
83642	83642	computation
83643	83643	computation
83644	83644	computation
83645	83645	computation
83646	83646	computation
83647	83647	computation
83648	83648	computation
83650	83650	computation
83651	83651	computation
83654	83654	computation
83657	83657	computation
83658	83658	computation
83659	83659	computation
83660	83660	computation
83661	83662	computation
83662	83662	computation
83663	83663	computation
83664	83665	computation
83665	83665	computation
83666	83666	computation
83667	83667	computation
83668	83668	computation
83669	83666	computation
83670	83670	computation
83671	83668	computation
83672	83672	computation
83673	83668	computation
83674	83666	computation
83675	83675	computation
83676	83676	computation
83677	83677	computation
83678	83678	computation
83682	83682	computation
83683	83683	computation
83684	83684	computation
83685	83685	computation
83686	83686	computation
83688	83688	computation
83689	83689	computation
83690	83690	computation
83691	83684	computation
83692	83685	computation
83693	83693	computation
83694	83694	computation
83698	83684	computation
83700	83700	computation
83701	83701	computation
83702	83702	computation
83704	83704	computation
83706	82878	computation
83707	83707	computation
83708	83708	computation
83709	83709	computation
83710	82879	computation
83711	83711	computation
83712	83712	computation
83713	83713	computation
83714	83714	computation
83715	83715	computation
83716	82904	computation
83717	83717	computation
83718	83718	computation
83719	83719	computation
83720	83720	computation
83721	83721	computation
83722	83722	computation
83723	83723	computation
83724	83724	computation
83725	83725	computation
83726	83726	computation
83727	83727	computation
83728	83728	computation
83729	83729	computation
83730	83730	computation
83731	83731	computation
83732	83732	computation
83733	83733	computation
83735	83735	computation
83736	83736	computation
83737	83737	computation
83738	83738	computation
83740	83740	computation
83744	131899	computation
83746	83746	computation
83747	82903	computation
83748	83748	computation
83749	83749	computation
83750	83750	computation
83751	82906	computation
83752	83752	computation
83753	83753	computation
83755	82908	computation
83756	82909	computation
83758	83758	computation
83759	83759	computation
83761	83761	computation
83763	82910	computation
83764	82905	computation
83765	82915	computation
83766	83766	computation
83767	83767	computation
83768	83768	computation
83769	83769	computation
83770	83770	computation
83771	83771	computation
83772	83772	computation
83773	83773	computation
83774	82921	computation
83775	74546	computation
83776	83777	computation
83777	83777	computation
83778	82924	computation
83779	83779	computation
83780	83780	computation
83781	83781	computation
83783	83783	computation
83784	83784	computation
83785	82928	computation
83786	83786	computation
83787	83787	computation
83788	83788	computation
83789	83789	computation
83790	83790	computation
83791	83791	computation
83792	83792	computation
83793	83793	computation
83794	83794	computation
83795	83795	computation
83796	83797	computation
83797	83797	computation
83798	82959	computation
83800	82977	computation
83801	82977	computation
83802	83802	computation
83803	83803	computation
83815	83815	computation
83816	83816	computation
83819	83819	computation
83823	83823	computation
83825	83825	computation
83826	83826	computation
83827	83827	computation
83828	83828	computation
83829	83829	computation
83830	83830	computation
83831	83831	computation
83833	83833	computation
83834	83834	computation
83836	83836	computation
83837	83837	computation
83839	83839	computation
83841	83839	computation
83843	83839	computation
83845	83845	computation
83846	83846	computation
83847	83847	computation
83848	83848	computation
83849	83849	computation
83850	83850	computation
83851	83851	computation
83852	83852	computation
83853	83853	computation
83854	83854	computation
83855	83855	computation
83856	83856	computation
83857	83857	computation
83859	83859	computation
83860	83860	computation
83861	83861	computation
83862	83862	computation
83863	83863	computation
83864	83091	computation
83865	83865	computation
83866	83866	computation
83867	83867	computation
83868	83868	computation
83869	83869	computation
83870	83870	computation
83871	83871	computation
83872	83872	computation
83873	83873	computation
83874	83874	computation
83875	83875	computation
83877	83877	computation
83878	83878	computation
83879	83879	computation
83880	83880	computation
83881	83881	computation
83884	83884	computation
83885	83885	computation
83886	83886	computation
83887	83887	computation
83888	83888	computation
83889	83889	computation
83890	83890	computation
83891	83891	computation
83892	83892	computation
83893	83893	computation
83897	83897	computation
83898	83898	computation
83899	83899	computation
83900	83900	computation
83901	83901	computation
83902	83902	computation
83903	83903	computation
83904	83904	computation
83905	83905	computation
83906	83906	computation
83907	83907	computation
83908	83908	computation
83909	83909	computation
83910	83910	computation
83911	83911	computation
83912	83912	computation
83913	83913	computation
83914	83914	computation
83915	83915	computation
83916	83916	computation
83917	83917	computation
83918	83918	computation
83919	83919	computation
83920	83920	computation
83921	83921	computation
83922	83922	computation
83923	83923	computation
83924	83924	computation
83931	83931	computation
83932	83932	computation
83933	83933	computation
83935	83936	computation
83936	83936	computation
83937	83938	computation
83938	83938	computation
83939	83939	computation
83941	83941	computation
83942	83912	computation
83948	83948	computation
83949	83949	computation
83951	83951	computation
83952	83952	computation
83953	83953	computation
83954	83954	computation
83955	83955	computation
83957	83957	computation
83958	83958	computation
83962	83962	computation
83963	83963	computation
83964	83964	computation
83968	83968	computation
83969	83969	computation
83972	83972	computation
83976	83976	computation
83977	83977	computation
83980	83243	computation
83986	77308	computation
83988	83260	computation
83992	83992	computation
83993	83993	computation
83994	83994	computation
83995	83995	computation
83996	83996	computation
83997	83997	computation
83998	83998	computation
83999	83999	computation
84000	84000	computation
84001	84001	computation
84002	84002	computation
84003	84003	computation
84004	84004	computation
84005	84005	computation
84006	84006	computation
84007	84007	computation
84008	84008	computation
84009	84009	computation
84010	84010	computation
84023	84023	computation
84024	84024	computation
84025	84025	computation
84026	84026	computation
84027	84027	computation
84028	84028	computation
84029	84029	computation
84031	84031	computation
84032	84032	computation
84041	84041	computation
84042	84042	computation
84043	84043	computation
84057	84057	computation
84058	189750	computation
84059	84059	computation
84061	84061	computation
84062	84062	computation
84063	84063	computation
84064	84064	computation
84065	84065	computation
84066	84066	computation
84067	84067	computation
84069	84069	computation
84070	48597	computation
84072	84072	computation
84079	84079	computation
84080	84080	computation
84085	84085	computation
84089	84089	computation
84092	139182	computation
84094	190489	computation
84095	84095	computation
84096	84096	computation
84097	84097	computation
84098	84098	computation
84099	84099	computation
84100	84100	computation
84101	84101	computation
84107	139185	computation
84116	84117	computation
84117	84117	computation
84119	84117	computation
84125	84125	computation
84127	84128	computation
84128	84128	computation
84138	84138	computation
84141	84141	computation
84142	84142	computation
84145	84145	computation
84146	84146	computation
84147	84148	computation
84148	84148	computation
84149	84149	computation
84150	84150	computation
84151	84151	computation
84153	133606	computation
84155	84155	computation
