10024	is_a	51736
10025	is_a	51737
10026	is_a	51738
10027	is_a	51739
10028	is_a	21816
10029	is_a	21817
10030	is_a	21818
10031	is_a	21819
10040	is_a	43532
10041	is_a	43533
10042	is_a	43534
10043	is_a	43535
10044	is_a	10740
10045	is_a	10741
10046	is_a	10742
10047	is_a	10743
10052	is_a	35643
10053	is_a	35644
10054	is_a	35645
10055	is_a	35646
10060	is_a	20704
10061	is_a	20705
10062	is_a	20706
10063	is_a	20707
10092	is_a	15017
10093	is_a	15018
10094	is_a	15019
10095	is_a	15020
10132	is_a	24336
10133	is_a	24337
10134	is_a	24338
10135	is_a	24339
10136	is_a	11628
10137	is_a	11629
10138	is_a	11630
10139	is_a	11631
10140	is_a	19257
10141	is_a	19258
10142	is_a	19259
10143	is_a	19260
10144	is_a	15017
10145	is_a	15018
10146	is_a	15019
10147	is_a	15020
10160	is_a	10740
10161	is_a	10741
10162	is_a	10742
10163	is_a	10743
10176	is_a	34555
10177	is_a	34556
10178	is_a	34557
10179	is_a	34558
10248	is_a	44644
10249	is_a	44645
10250	is_a	44646
10251	is_a	44647
10356	is_a	10740
10357	is_a	10741
10358	is_a	10742
10359	is_a	10743
10392	is_a	15937
10393	is_a	15938
10394	is_a	15939
10395	is_a	15940
10396	is_a	74175
10397	is_a	74176
10398	is_a	74177
10399	is_a	74178
10400	is_a	19953
10401	is_a	19955
10402	is_a	19954
10403	is_a	19956
10568	is_a	63692
10569	is_a	63693
10570	is_a	63694
10571	is_a	63695
10628	is_a	22096
10629	is_a	22097
10630	is_a	22098
10631	is_a	22099
10652	is_a	49832
10653	is_a	49833
10654	is_a	49834
10655	is_a	49835
10664	is_a	10736
10665	is_a	10737
10666	is_a	10738
10667	is_a	10739
10680	is_a	18317
10681	is_a	18318
10682	is_a	18319
10683	is_a	18320
10696	is_a	45588
10697	is_a	45589
10698	is_a	45590
10699	is_a	45591
10724	is_a	19257
10725	is_a	19258
10726	is_a	19259
10727	is_a	19260
10736	is_a	14685
10737	is_a	14686
10738	is_a	14687
10739	is_a	14688
10764	is_a	54436
10765	is_a	54437
10766	is_a	54438
10767	is_a	54439
10768	is_a	54432
10769	is_a	54433
10770	is_a	54434
10771	is_a	54435
10776	is_a	35735
10777	is_a	35736
10778	is_a	35737
10779	is_a	35738
10780	is_a	35643
10781	is_a	35644
10782	is_a	35645
10783	is_a	35646
10784	is_a	60924
10785	is_a	60925
10786	is_a	60926
10787	is_a	60927
10808	is_a	30275
10809	is_a	30276
10810	is_a	30277
10811	is_a	30278
10812	is_a	16185
10813	is_a	16186
10814	is_a	16187
10815	is_a	16188
10824	is_a	42768
10825	is_a	42769
10826	is_a	42770
10827	is_a	42771
10828	is_a	24336
10829	is_a	24337
10830	is_a	24338
10831	is_a	24339
10856	is_a	13093
10857	is_a	13094
10858	is_a	13095
10859	is_a	13096
10900	is_a	81619
10901	is_a	81620
10902	is_a	81621
10903	is_a	81622
10940	is_a	68640
10941	is_a	68641
10942	is_a	68642
10943	is_a	68643
10980	is_a	18317
10981	is_a	18318
10982	is_a	18319
10983	is_a	18320
11008	is_a	67004
11009	is_a	67005
11010	is_a	67006
11011	is_a	67007
11028	is_a	22740
11029	is_a	22741
11030	is_a	22742
11031	is_a	22743
11080	is_a	36167
11081	is_a	36168
11082	is_a	36169
11083	is_a	36170
11092	is_a	10740
11092	is_a	68972
11093	is_a	10741
11093	is_a	68973
11094	is_a	10742
11094	is_a	68974
11095	is_a	10743
11095	is_a	68975
11096	is_a	68972
11097	is_a	68973
11098	is_a	68974
11099	is_a	68975
11156	is_a	74179
11157	is_a	74180
11158	is_a	74181
11159	is_a	74182
11180	is_a	18349
11181	is_a	18350
11182	is_a	18351
11183	is_a	18352
11188	is_a	21724
11189	is_a	21725
11190	is_a	21726
11191	is_a	21727
11220	is_a	67008
11221	is_a	67009
11222	is_a	67010
11223	is_a	67011
11272	is_a	23664
11273	is_a	23665
11274	is_a	23666
11275	is_a	23667
11296	is_a	11888
11297	is_a	11889
11298	is_a	11890
11299	is_a	11891
11516	is_a	78267
11517	is_a	78268
11518	is_a	78269
11519	is_a	78270
11524	is_a	54412
11525	is_a	54413
11526	is_a	54414
11527	is_a	54415
11556	is_a	19265
11557	is_a	19266
11558	is_a	19267
11559	is_a	19268
11584	is_a	18317
11585	is_a	18318
11586	is_a	18319
11587	is_a	18320
11592	is_a	82919
11593	is_a	82920
11594	is_a	82921
11595	is_a	82922
11600	is_a	24036
11601	is_a	24037
11602	is_a	24038
11603	is_a	24039
11612	is_a	74179
11613	is_a	74180
11614	is_a	74181
11615	is_a	74182
11712	is_a	42316
11713	is_a	42317
11714	is_a	42318
11715	is_a	42319
11772	is_a	19257
11773	is_a	19258
11774	is_a	19259
11775	is_a	19260
11784	is_a	74179
11785	is_a	74180
11786	is_a	74181
11787	is_a	74182
11788	is_a	10396
11789	is_a	10397
11790	is_a	10398
11791	is_a	10399
11804	is_a	16185
11805	is_a	16186
11806	is_a	16187
11807	is_a	16188
11808	is_a	18861
11809	is_a	18862
11810	is_a	18863
11811	is_a	18864
11836	is_a	52104
11837	is_a	52105
11838	is_a	52106
11839	is_a	52107
11840	is_a	11804
11841	is_a	11805
11842	is_a	11806
11843	is_a	11807
11888	is_a	56856
11889	is_a	56857
11890	is_a	56858
11891	is_a	56859
11896	is_a	10740
11897	is_a	10741
11898	is_a	10742
11899	is_a	10743
11904	is_a	36055
11905	is_a	36056
11906	is_a	36057
11907	is_a	36058
11924	is_a	56572
11925	is_a	56573
11926	is_a	56574
11927	is_a	56575
11948	is_a	70423
11949	is_a	70424
11950	is_a	70425
11951	is_a	70426
11956	is_a	58312
11957	is_a	58313
11958	is_a	58314
11959	is_a	58315
11964	is_a	19037
11965	is_a	19038
11966	is_a	19039
11967	is_a	19040
12016	is_a	68716
12017	is_a	68717
12018	is_a	68718
12019	is_a	68719
12044	is_a	21164
12045	is_a	21165
12046	is_a	21166
12047	is_a	21167
12076	is_a	10736
12077	is_a	10737
12078	is_a	10738
12079	is_a	10739
12168	is_a	15937
12169	is_a	15938
12170	is_a	15939
12171	is_a	15940
12184	is_a	10740
12185	is_a	10741
12186	is_a	10742
12187	is_a	10743
12212	is_a	19257
12213	is_a	19258
12214	is_a	19259
12215	is_a	19260
12216	is_a	10740
12217	is_a	10741
12218	is_a	10742
12219	is_a	10743
12220	is_a	10396
12221	is_a	10397
12222	is_a	10398
12223	is_a	10399
12276	is_a	47196
12277	is_a	47197
12278	is_a	47198
12279	is_a	47199
12300	is_a	62432
12301	is_a	62433
12302	is_a	62434
12303	is_a	62435
12304	is_a	11888
12305	is_a	11889
12306	is_a	11890
12307	is_a	11891
12308	is_a	16185
12309	is_a	16186
12310	is_a	16187
12311	is_a	16188
12388	is_a	18849
12389	is_a	18850
12390	is_a	18851
12391	is_a	18852
12444	is_a	44724
12445	is_a	44725
12446	is_a	44726
12447	is_a	44727
12484	is_a	22140
12485	is_a	22141
12486	is_a	22142
12487	is_a	22143
12492	is_a	18317
12493	is_a	18318
12494	is_a	18319
12495	is_a	18320
12512	is_a	21816
12513	is_a	21817
12514	is_a	21818
12515	is_a	21819
12516	is_a	25452
12517	is_a	25453
12518	is_a	25454
12519	is_a	25455
12588	is_a	43268
12589	is_a	43269
12590	is_a	43270
12591	is_a	43271
12645	is_a	42316
12646	is_a	42317
12647	is_a	42318
12648	is_a	42319
12661	is_a	78751
12662	is_a	78752
12663	is_a	78753
12664	is_a	78754
12669	is_a	20629
12670	is_a	20630
12671	is_a	20631
12672	is_a	20632
12697	is_a	11216
12698	is_a	11217
12699	is_a	11218
12700	is_a	11219
12725	is_a	10740
12726	is_a	10741
12727	is_a	10742
12728	is_a	10743
12753	is_a	17493
12754	is_a	17494
12755	is_a	17495
12756	is_a	17496
12765	is_a	42316
12766	is_a	42317
12767	is_a	42318
12768	is_a	42319
12785	is_a	10736
12786	is_a	10737
12787	is_a	10738
12788	is_a	10739
12789	is_a	15937
12790	is_a	15938
12791	is_a	15939
12792	is_a	15940
12801	is_a	17989
12802	is_a	17990
12803	is_a	17991
12804	is_a	17992
12805	is_a	76067
12806	is_a	76068
12807	is_a	76069
12808	is_a	76070
12813	is_a	18317
12814	is_a	18318
12815	is_a	18319
12816	is_a	18320
12849	is_a	20629
12850	is_a	20630
12851	is_a	20631
12852	is_a	20632
12869	is_a	68640
12870	is_a	68641
12871	is_a	68642
12872	is_a	68643
12873	is_a	35735
12874	is_a	35736
12875	is_a	35737
12876	is_a	35738
12909	is_a	21068
12910	is_a	21069
12911	is_a	21070
12912	is_a	21071
12913	is_a	56896
12914	is_a	56897
12915	is_a	56898
12916	is_a	56899
12957	is_a	21164
12958	is_a	21165
12959	is_a	21166
12960	is_a	21167
12973	is_a	13749
12973	is_a	24036
12974	is_a	13750
12974	is_a	24037
12975	is_a	13751
12975	is_a	24038
12976	is_a	13752
12976	is_a	24039
13053	is_a	19953
13054	is_a	19955
13055	is_a	19954
13056	is_a	19956
13065	is_a	23680
13066	is_a	23681
13067	is_a	23682
13068	is_a	23683
13093	is_a	49596
13094	is_a	49597
13095	is_a	49598
13096	is_a	49599
13213	is_a	11888
13214	is_a	11889
13215	is_a	11890
13216	is_a	11891
13217	is_a	16185
13218	is_a	16186
13219	is_a	16187
13220	is_a	16188
13221	is_a	10736
13222	is_a	10737
13223	is_a	10738
13224	is_a	10739
13233	is_a	19805
13234	is_a	19806
13235	is_a	19807
13236	is_a	19808
13269	is_a	81447
13270	is_a	81448
13271	is_a	81449
13272	is_a	81450
13309	is_a	11804
13310	is_a	11805
13311	is_a	11806
13312	is_a	11807
13389	is_a	44704
13390	is_a	44705
13391	is_a	44706
13392	is_a	44707
13397	is_a	11888
13398	is_a	11889
13399	is_a	11890
13400	is_a	11891
13473	is_a	10396
13474	is_a	10397
13475	is_a	10398
13476	is_a	10399
13477	is_a	74179
13478	is_a	74180
13479	is_a	74181
13480	is_a	74182
13509	is_a	13205
13510	is_a	13206
13511	is_a	13207
13512	is_a	13208
13513	is_a	18073
13514	is_a	18074
13515	is_a	18075
13516	is_a	18076
13517	is_a	11216
13518	is_a	11217
13519	is_a	11218
13520	is_a	11219
13521	is_a	15089
13522	is_a	15090
13523	is_a	15091
13524	is_a	15092
13561	is_a	74179
13562	is_a	74180
13563	is_a	74181
13564	is_a	74182
13577	is_a	21164
13578	is_a	21165
13579	is_a	21166
13580	is_a	21167
13585	is_a	60168
13586	is_a	60169
13587	is_a	60170
13588	is_a	60171
13657	is_a	82919
13658	is_a	82920
13659	is_a	82921
13660	is_a	82922
13713	is_a	40523
13714	is_a	40524
13715	is_a	40525
13716	is_a	40526
13769	is_a	10740
13769	is_a	17493
13770	is_a	10741
13770	is_a	17494
13771	is_a	10742
13771	is_a	17495
13772	is_a	10743
13772	is_a	17496
13829	is_a	19257
13830	is_a	19258
13831	is_a	19259
13832	is_a	19260
13833	is_a	19953
13834	is_a	19955
13835	is_a	19954
13836	is_a	19956
13861	is_a	15917
13862	is_a	15918
13863	is_a	15919
13864	is_a	15920
13881	is_a	56856
13882	is_a	56857
13883	is_a	56858
13884	is_a	56859
13905	is_a	61064
13906	is_a	61065
13907	is_a	61066
13908	is_a	61067
13913	is_a	18317
13914	is_a	18318
13915	is_a	18319
13916	is_a	18320
13925	is_a	67812
13926	is_a	67813
13927	is_a	67814
13928	is_a	67815
13933	is_a	21508
13933	is_a	38555
13934	is_a	21509
13934	is_a	38556
13935	is_a	21510
13935	is_a	38557
13936	is_a	21511
13936	is_a	38558
13965	is_a	18121
13966	is_a	18122
13967	is_a	18123
13968	is_a	18124
14001	is_a	19869
14002	is_a	19870
14003	is_a	19871
14004	is_a	19872
14037	is_a	54412
14038	is_a	54413
14039	is_a	54414
14040	is_a	54415
14089	is_a	81619
14090	is_a	81621
14091	is_a	81620
14092	is_a	81622
14093	is_a	17533
14094	is_a	17534
14095	is_a	17535
14096	is_a	17536
14121	is_a	44452
14122	is_a	44453
14123	is_a	44454
14124	is_a	44455
14129	is_a	19257
14130	is_a	19258
14131	is_a	19259
14132	is_a	19260
14149	is_a	63692
14150	is_a	63693
14151	is_a	63694
14152	is_a	63695
14165	is_a	83863
14166	is_a	83864
14167	is_a	83865
14168	is_a	83866
14185	is_a	11628
14186	is_a	11629
14187	is_a	11630
14188	is_a	11631
14209	is_a	13205
14210	is_a	13206
14211	is_a	13207
14212	is_a	13208
14225	is_a	39035
14226	is_a	39036
14227	is_a	39037
14228	is_a	39038
14241	is_a	16613
14242	is_a	16614
14243	is_a	16615
14244	is_a	16616
14245	is_a	23996
14246	is_a	23997
14247	is_a	23998
14248	is_a	23999
14277	is_a	16185
14278	is_a	16186
14279	is_a	16187
14280	is_a	16188
14289	is_a	24336
14290	is_a	24337
14291	is_a	24338
14292	is_a	24339
14293	is_a	15917
14293	is_a	24540
14294	is_a	15918
14294	is_a	24541
14295	is_a	15919
14295	is_a	24542
14296	is_a	15920
14296	is_a	24543
14297	is_a	81443
14298	is_a	81444
14299	is_a	81445
14300	is_a	81446
14365	is_a	17581
14366	is_a	17582
14367	is_a	17583
14368	is_a	17584
14381	is_a	16185
14382	is_a	16186
14383	is_a	16187
14384	is_a	16188
14405	is_a	24540
14405	is_a	36587
14406	is_a	24541
14406	is_a	36588
14407	is_a	24542
14407	is_a	36589
14408	is_a	24543
14408	is_a	36590
14437	is_a	13781
14438	is_a	13782
14439	is_a	13783
14440	is_a	13784
14469	is_a	16185
14470	is_a	16186
14471	is_a	16187
14472	is_a	16188
14473	is_a	33763
14474	is_a	33765
14475	is_a	33764
14476	is_a	33766
14477	is_a	44704
14478	is_a	44705
14479	is_a	44706
14480	is_a	44707
14493	is_a	14885
14494	is_a	14886
14495	is_a	14887
14496	is_a	14888
14521	is_a	15937
14522	is_a	15938
14523	is_a	15939
14524	is_a	15940
14541	is_a	70423
14542	is_a	70424
14543	is_a	70425
14544	is_a	70426
14545	is_a	12020
14546	is_a	12021
14547	is_a	12022
14548	is_a	12023
14565	is_a	22836
14566	is_a	22837
14567	is_a	22838
14568	is_a	22839
14589	is_a	55332
14590	is_a	55333
14591	is_a	55334
14592	is_a	55335
14605	is_a	54132
14606	is_a	54133
14607	is_a	54134
14608	is_a	54135
14609	is_a	21320
14610	is_a	21321
14611	is_a	21322
14612	is_a	21323
14669	is_a	11888
14670	is_a	11889
14671	is_a	11890
14672	is_a	11891
14697	is_a	15937
14698	is_a	15938
14699	is_a	15939
14700	is_a	15940
14753	is_a	65760
14754	is_a	65761
14755	is_a	65762
14756	is_a	65763
14781	is_a	14289
14782	is_a	14290
14783	is_a	14291
14784	is_a	14292
14805	is_a	22740
14806	is_a	22741
14807	is_a	22742
14808	is_a	22743
14861	is_a	18073
14862	is_a	18074
14863	is_a	18075
14864	is_a	18076
